Spanish	4	19020126	6361
				2)	_dad	2197	1766	5.143022E-5
				3)	_dat	2724	1265	3.683988E-5
				4)	_da_	3521	790	2.3006723E-5
				5)	_dan	3597	757	2.2045684E-5
				6)	_dañ	3856	651	1.8958704E-5
				7)	_dam	5994	237	6.902017E-6
			7)	_dó	0	0	0.0
				1)	_dón	4688	426	1.2406157E-5
				2)	_dól	5547	284	8.270771E-6
			8)	_dr	0	0	0.0
				1)	_dra	4778	406	1.18237085E-5
				2)	_dro	4877	387	1.1270382E-5
			9)	_dé	0	0	0.0
				1)	_déf	5301	320	9.319179E-6
				2)	_dé_	5369	311	9.0570775E-6
				3)	_déc	5558	283	8.241649E-6
				4)	_déb	5713	265	7.717445E-6
		2)	_l	0	0	0.0
			1)	_la	0	0	0.0
				1)	_la_	2	247617	0.00721121
				2)	_las	17	75735	0.0022055877
				3)	_lar	1943	2069	6.025432E-5
				4)	_lam	2280	1657	4.8255875E-5
				5)	_lab	2309	1627	4.73822E-5
				6)	_lad	2661	1320	3.8441613E-5
				7)	_lan	4653	435	1.2668259E-5
			2)	_lo	0	0	0.0
				1)	_los	11	107706	0.003136661
				2)	_lo_	80	26387	7.684537E-4
				3)	_log	1835	2208	6.430234E-5
				4)	_loc	2800	1222	3.5587615E-5
			3)	_lu	0	0	0.0
				1)	_lug	507	7142	2.0799243E-4
				2)	_luc	1502	2807	8.174667E-5
				3)	_lue	3085	1013	2.9501027E-5
				4)	_luz	4811	399	1.1619852E-5
			4)	_ll	0	0	0.0
				1)	_lle	622	6274	1.8271415E-4
				2)	_lla	1973	2037	5.93224E-5
			5)	_li	0	0	0.0
				1)	_lib	813	5041	1.468062E-4
				2)	_lim	1885	2150	6.261324E-5
				3)	_lis	3389	851	2.4783192E-5
				4)	_lig	5024	365	1.0629688E-5
				5)	_lin	5068	357	1.03967095E-5
				6)	_lit	5520	288	8.387261E-6
				7)	_lic	5748	261	7.6009555E-6
			6)	_le	0	0	0.0
				1)	_leg	833	4978	1.4497148E-4
				2)	_le_	1207	3624	1.0553971E-4
				3)	_les	1627	2558	7.449519E-5
				4)	_lec	2816	1206	3.5121655E-5
				5)	_ley	3159	971	2.8277884E-5
				6)	_len	3390	851	2.4783192E-5
				7)	_lej	4150	565	1.6454176E-5
				8)	_lev	4920	381	1.1095648E-5
				9)	_lee	5521	288	8.387261E-6
			7)	_lí	0	0	0.0
				1)	_lín	2928	1118	3.255888E-5
				2)	_lím	3255	924	2.690913E-5
			8)	_ló	0	0	0.0
				1)	_lóg	4210	549	1.5988217E-5
		3)	_q	0	0	0.0
			1)	_qu	0	0	0.0
				1)	_que	4	202949	0.005910369
				2)	_qui	173	14931	4.348271E-4
				3)	_qué	977	4378	1.2749802E-4
				4)	_quí	6179	216	6.290446E-6
		4)	_e	0	0	0.0
			1)	_en	0	0	0.0
				1)	_en_	5	164504	0.004790757
				2)	_ent	170	15420	4.4906794E-4
				3)	_enm	592	6472	1.884804E-4
				4)	_enc	682	5870	1.709487E-4
				5)	_enf	1692	2441	7.108787E-5
				6)	_ene	1944	2069	6.025432E-5
				7)	_eno	3041	1044	3.0403822E-5
				8)	_env	3103	1002	2.918068E-5
				9)	_ens	3914	633	1.84345E-5
				10)	_eng	5384	309	8.9988325E-6
				11)	_end	5698	266	7.7465675E-6
				12)	_ené	5751	260	7.571833E-6
			2)	_el	0	0	0.0
				1)	_el_	7	140143	0.0040813056
				2)	_ell	413	8338	2.4282286E-4
				3)	_ele	742	5461	1.5903762E-4
				4)	_ela	2369	1582	4.607169E-5
				5)	_eli	2920	1121	3.264625E-5
			3)	_es	0	0	0.0
				1)	_est	12	96882	0.0028214396
				2)	_es_	40	45595	0.0013278375
				3)	_esp	194	14139	4.117621E-4
				4)	_ese	718	5620	1.6366808E-4
				5)	_eso	768	5296	1.5423242E-4
				6)	_esc	884	4803	1.3987506E-4
				7)	_esa	921	4628	1.3477863E-4
				8)	_esf	1535	2729	7.9475125E-5
			4)	_eu	0	0	0.0
				1)	_eur	213	12922	3.763201E-4
			5)	_ex	0	0	0.0
				1)	_exp	327	9659	2.8129359E-4
				2)	_exi	396	8655	2.5205468E-4
				3)	_ext	873	4844	1.4106907E-4
				4)	_exc	974	4386	1.27731E-4
				5)	_exa	1693	2439	7.102962E-5
				6)	_exh	5383	309	8.9988325E-6
			6)	_em	0	0	0.0
				1)	_emp	372	9014	2.6250962E-4
				2)	_emb	831	4998	1.4555393E-4
				3)	_emi	2672	1313	3.823776E-5
				4)	_eme	5631	274	7.979547E-6
			7)	_ej	0	0	0.0
				1)	_eje	520	7003	2.0394441E-4
			8)	_ec	0	0	0.0
				1)	_eco	527	6943	2.0219707E-4
				2)	_ech	5692	267	7.77569E-6
			9)	_ef	0	0	0.0
				1)	_efe	1090	3944	1.14858885E-4
				2)	_efi	1588	2621	7.63299E-5
			10)	_ev	0	0	0.0
				1)	_evi	1317	3321	9.671561E-5
				2)	_eva	2469	1487	4.330506E-5
				3)	_evo	3331	887	2.58316E-5
				4)	_eve	6135	221	6.4360584E-6
			11)	_eq	0	0	0.0
				1)	_equ	1619	2570	7.4844655E-5
			12)	_er	0	0	0.0
				1)	_era	2155	1813	5.2798976E-5
				2)	_err	3187	954	2.7782802E-5
			13)	_ed	0	0	0.0
				1)	_edu	2997	1071	3.1190128E-5
				2)	_eda	4767	408	1.18819535E-5
				3)	_edi	5325	317	9.231812E-6
			14)	_et	0	0	0.0
				1)	_etc	4272	530	1.543489E-5
				2)	_eti	4360	506	1.4735952E-5
				3)	_eta	5697	266	7.7465675E-6
		5)	_c	0	0	0.0
			1)	_co	0	0	0.0
				1)	_con	8	125957	0.0036681746
				2)	_com	25	61614	0.0017943498
				3)	_col	590	6489	1.8897548E-4
				4)	_cor	741	5490	1.5988217E-4
				5)	_cos	818	5032	1.4654409E-4
				6)	_coo	978	4365	1.2711943E-4
				7)	_coh	2411	1545	4.499416E-5
				8)	_coi	3990	611	1.7793807E-5
				9)	_cod	4588	454	1.32215855E-5
				10)	_cob	4851	392	1.1415995E-5
				11)	_cot	5578	281	8.183404E-6
				12)	_coa	6167	218	6.348691E-6
				13)	_coc	6223	212	6.173956E-6
				14)	_cop	6259	209	6.086589E-6
			2)	_cu	0	0	0.0
				1)	_cua	180	14790	4.307208E-4
				2)	_cue	263	11204	3.2628776E-4
				3)	_cum	1629	2556	7.4436946E-5
				4)	_cul	1671	2471	7.1961535E-5
				5)	_cuá	2322	1617	4.7090976E-5
				6)	_cuy	2506	1458	4.246051E-5
				7)	_cur	3785	676	1.9686766E-5
				8)	_cub	4440	489	1.4240871E-5
				9)	_cuo	4480	480	1.3978769E-5
				10)	_cui	4633	441	1.2842994E-5
			3)	_cr	0	0	0.0
				1)	_cre	208	13174	3.8365895E-4
				2)	_cri	1145	3783	1.1017017E-4
				3)	_crí	2863	1158	3.372378E-5
				4)	_cré	3891	638	1.8580113E-5
				5)	_cru	4231	540	1.5726115E-5
			4)	_ca	0	0	0.0
				1)	_cas	437	7976	2.3228054E-4
				2)	_car	601	6376	1.8568465E-4
				3)	_cam	690	5832	1.6984204E-4
				4)	_cad	1119	3857	1.1232523E-4
				5)	_cap	1176	3695	1.076074E-4
				6)	_cal	1347	3199	9.316267E-5
				7)	_cab	1477	2850	8.299894E-5
				8)	_can	1636	2542	7.402923E-5
				9)	_cau	2102	1873	5.454632E-5
				10)	_cat	2525	1445	4.208192E-5
			5)	_cl	0	0	0.0
				1)	_cla	573	6618	1.9273227E-4
				2)	_cli	3927	630	1.8347135E-5
				3)	_clá	4921	381	1.1095648E-5
			6)	_ci	0	0	0.0
				1)	_cie	820	5028	1.464276E-4
				2)	_ciu	837	4943	1.439522E-4
				3)	_cir	2242	1703	4.9595506E-5
				4)	_civ	2597	1376	4.007247E-5
				5)	_cin	2933	1112	3.238415E-5
				6)	_cit	3679	721	2.0997275E-5
				7)	_cif	4280	527	1.5347523E-5
			7)	_ce	0	0	0.0
				1)	_cer	1635	2542	7.402923E-5
				2)	_cen	1696	2432	7.0825765E-5
				3)	_cel	2136	1836	5.346879E-5
			8)	_có	0	0	0.0
				1)	_cóm	1826	2218	6.459356E-5
				2)	_cód	5200	333	9.697771E-6
			9)	_ch	0	0	0.0
				1)	_cho	4889	386	1.124126E-5
				2)	_chi	4958	375	1.0920913E-5
			10)	_cá	0	0	0.0
				1)	_cár	5699	266	7.7465675E-6
		6)	_p	0	0	0.0
			1)	_pa	0	0	0.0
				1)	_par	19	69675	0.0020291056
				2)	_paí	215	12920	3.7626186E-4
				3)	_pas	621	6275	1.8274329E-4
				4)	_pal	1520	2755	8.023231E-5
				5)	_pap	1863	2170	6.319569E-5
				6)	_pag	2440	1520	4.42661E-5
				7)	_paz	2483	1475	4.295559E-5
				8)	_pat	3004	1068	3.110276E-5
				9)	_pac	3557	775	2.2569888E-5
				10)	_paq	4836	394	1.147424E-5
				11)	_pad	4888	386	1.124126E-5
				12)	_pan	5747	261	7.6009555E-6
			2)	_pr	0	0	0.0
				1)	_pro	22	63162	0.0018394312
				2)	_pre	51	37363	0.0010881015
				3)	_pri	152	16814	4.896646E-4
				4)	_pró	1723	2392	6.966086E-5
				5)	_prá	1824	2220	6.465181E-5
				6)	_pru	2832	1188	3.459745E-5
				7)	_pra	5053	359	1.04549545E-5
			3)	_po	0	0	0.0
				1)	_por	24	61965	0.0018045717
				2)	_pol	162	15873	4.6226042E-4
				3)	_pos	210	13112	3.8185337E-4
				4)	_pod	241	11915	3.4699382E-4
				5)	_pon	536	6879	2.0033323E-4
				6)	_pob	1280	3433	9.997732E-5
				7)	_poc	1667	2474	7.2048904E-5
				8)	_pot	3480	806	2.3472683E-5
				9)	_pop	6118	223	6.494303E-6
			4)	_pe	0	0	0.0
				1)	_per	59	32863	9.570506E-4
				2)	_pes	950	4501	1.3108009E-4
				3)	_pen	1020	4202	1.2237247E-4
				4)	_peq	2176	1786	5.201267E-5
				5)	_ped	2178	1785	5.1983545E-5
				6)	_pel	2204	1754	5.108075E-5
				7)	_pet	2794	1225	3.5674984E-5
				8)	_peo	5131	346	1.0076363E-5
				9)	_pec	6058	229	6.6690377E-6
			5)	_pu	0	0	0.0
				1)	_pue	99	22712	6.614287E-4
				2)	_pun	686	5856	1.7054098E-4
				3)	_pud	3540	781	2.2744622E-5
				4)	_pub	3613	746	2.1725336E-5
				5)	_pur	5898	246	7.164119E-6
				6)	_pus	6244	210	6.115711E-6
			6)	_pl	0	0	0.0
				1)	_pla	409	8364	2.4358004E-4
				2)	_ple	2063	1921	5.5944198E-5
				3)	_plu	5346	313	9.115322E-6
				4)	_plá	5946	241	7.018507E-6
			7)	_pú	0	0	0.0
				1)	_púb	1097	3922	1.1421819E-4
			8)	_pi	0	0	0.0
				1)	_pie	1866	2168	6.313744E-5
				2)	_pid	2404	1550	4.5139775E-5
				3)	_pil	4324	514	1.4968931E-5
			9)	_pé	0	0	0.0
				1)	_pér	5182	336	9.785138E-6
			10)	_pá	0	0	0.0
				1)	_pár	5277	323	9.406546E-6
		7)	_s	0	0	0.0
			1)	_se	0	0	0.0
				1)	_se_	20	65594	0.001910257
				2)	_señ	109	21073	6.1369705E-4
				3)	_ser	118	19826	5.773814E-4
				4)	_seg	192	14288	4.1610136E-4
				5)	_sen	679	5906	1.719971E-4
				6)	_sea	722	5579	1.6247407E-4
				7)	_sec	910	4671	1.360309E-4
				8)	_sem	1899	2128	6.197254E-5
				9)	_sep	2537	1430	4.1645082E-5
				10)	_ses	2596	1380	4.018896E-5
				11)	_sex	3570	769	2.2395152E-5
				12)	_sei	4449	487	1.4182626E-5
				13)	_sel	5276	323	9.406546E-6
				14)	_sed	6164	219	6.3778134E-6
			2)	_so	0	0	0.0
				1)	_sob	92	23938	6.9713284E-4
				2)	_son	381	8969	2.611991E-4
				3)	_soc	459	7703	2.2433011E-4
				4)	_sol	463	7686	2.2383504E-4
				5)	_som	2193	1770	5.154671E-5
				6)	_sos	2442	1519	4.423698E-5
				7)	_soy	3905	634	1.8463625E-5
				8)	_sor	4148	565	1.6454176E-5
				9)	_sop	5696	266	7.7465675E-6
			3)	_su	0	0	0.0
				1)	_su_	111	20809	6.0600875E-4
				2)	_sus	230	12298	3.581477E-4
				3)	_sup	746	5438	1.583678E-4
				4)	_sub	1204	3644	1.06122156E-4
				5)	_suf	1687	2444	7.117523E-5
				6)	_sue	2086	1893	5.512877E-5
				7)	_sum	2573	1400	4.077141E-5
				8)	_suc	2901	1134	3.302484E-5
				9)	_sur	3224	937	2.7287722E-5
				10)	_sug	3973	616	1.793942E-5
				11)	_suy	5804	254	7.3970987E-6
			4)	_si	0	0	0.0
				1)	_sin	158	16267	4.7373466E-4
				2)	_si_	253	11548	3.3630588E-4
				3)	_sig	643	6132	1.7857878E-4
				4)	_sit	665	5986	1.743269E-4
				5)	_sid	883	4803	1.3987506E-4
				6)	_sis	943	4522	1.3169165E-4
				7)	_sie	1029	4169	1.2141143E-4
				8)	_sim	1897	2133	6.211815E-5
				9)	_sir	4302	520	1.5143666E-5
				10)	_siq	4648	436	1.2697382E-5
				11)	_sil	4919	381	1.1095648E-5
			5)	_só	0	0	0.0
				1)	_sól	540	6867	1.9998376E-4
			6)	_sa	0	0	0.0
				1)	_sab	979	4362	1.2703206E-4
				2)	_sal	1044	4096	1.1928549E-4
				3)	_sat	2024	1973	5.7458565E-5
				4)	_san	2132	1839	5.355616E-5
				5)	_sac	3266	920	2.679264E-5
			7)	_sí	0	0	0.0
				1)	_sí_	2045	1945	5.6643137E-5
			8)	_sé	0	0	0.0
				1)	_sé_	3715	703	2.0473071E-5
		8)	_n	0	0	0.0
			1)	_no	0	0	0.0
				1)	_no_	31	53744	0.0015651562
				2)	_nos	228	12432	3.620501E-4
				3)	_nor	925	4598	1.3390496E-4
				4)	_nom	1282	3429	9.986083E-5
				5)	_not	2692	1294	3.768443E-5
				6)	_noc	3552	778	2.2657254E-5
				7)	_nov	4242	537	1.5638747E-5
			2)	_nu	0	0	0.0
				1)	_nue	100	22702	6.611375E-4
				2)	_nun	3430	832	2.4229867E-5
				3)	_num	3574	768	2.236603E-5
				4)	_nuc	3671	724	2.1084643E-5
			3)	_ne	0	0	0.0
				1)	_nec	286	10648	3.100957E-4
				2)	_neg	1106	3899	1.13548376E-4
				3)	_neu	5453	297	8.649363E-6
			4)	_na	0	0	0.0
				1)	_nac	973	4393	1.2793485E-4
				2)	_nat	1615	2580	7.513588E-5
				3)	_nad	1702	2424	7.059278E-5
				4)	_nav	5630	274	7.979547E-6
			5)	_ni	0	0	0.0
				1)	_nin	1324	3288	9.575456E-5
				2)	_ni_	1344	3205	9.33374E-5
				3)	_niv	1422	2975	8.6639244E-5
				4)	_niñ	2558	1416	4.1237367E-5
				5)	_nie	6119	223	6.494303E-6
			6)	_nú	0	0	0.0
				1)	_núm	2320	1618	4.71201E-5
		9)	_u	0	0	0.0
			1)	_un	0	0	0.0
				1)	_una	33	51367	0.0014959321
				2)	_un_	37	48276	0.0014059147
				3)	_uno	966	4428	1.2895414E-4
				4)	_uni	1925	2089	6.0836766E-5
				5)	_uná	6057	229	6.6690377E-6
			2)	_us	0	0	0.0
				1)	_ust	956	4483	1.3055587E-4
				2)	_uso	2815	1206	3.5121655E-5
				3)	_usu	4849	393	1.1445117E-5
				4)	_usa	5492	291	8.474629E-6
			3)	_ut	0	0	0.0
				1)	_uti	1393	3048	8.8765184E-5
			4)	_ur	0	0	0.0
				1)	_urg	2684	1301	3.7888287E-5
				2)	_urb	6243	210	6.115711E-6
			5)	_ul	0	0	0.0
				1)	_ult	5139	345	1.004724E-5
		10)	_r	0	0	0.0
			1)	_re	0	0	0.0
				1)	_res	63	31259	9.103382E-4
				2)	_rec	149	17120	4.985761E-4
				3)	_ref	254	11497	3.3482062E-4
				4)	_rea	305	10187	2.9667025E-4
				5)	_rel	310	9969	2.9032156E-4
				6)	_reg	326	9684	2.8202165E-4
				7)	_rep	634	6205	1.8070471E-4
				8)	_red	899	4721	1.3748702E-4
				9)	_ret	1487	2830	8.241649E-5
				10)	_rev	1879	2157	6.281709E-5
				11)	_reu	2100	1877	5.466281E-5
				12)	_ren	2342	1602	4.6654142E-5
				13)	_req	2520	1450	4.222753E-5
				14)	_rem	3380	855	2.4899682E-5
				15)	_rei	3429	832	2.4229867E-5
				16)	_ree	4412	494	1.4386483E-5
				17)	_reb	5337	314	9.144444E-6
			2)	_ra	0	0	0.0
				1)	_raz	1213	3617	1.0533585E-4
				2)	_rac	3279	911	2.6530539E-5
				3)	_rad	3322	892	2.5977211E-5
				4)	_rat	3827	661	1.924993E-5
				5)	_rap	4632	441	1.2842994E-5
				6)	_raí	5036	362	1.0542321E-5
				7)	_ras	5930	243	7.076752E-6
			3)	_ri	0	0	0.0
				1)	_rie	2097	1878	5.4691933E-5
				2)	_rig	4001	608	1.7706441E-5
				3)	_ric	5171	337	9.814261E-6
				4)	_rit	5750	260	7.571833E-6
				5)	_riq	6084	226	6.5816703E-6
			4)	_rá	0	0	0.0
				1)	_ráp	2420	1537	4.4761182E-5
			5)	_ré	0	0	0.0
				1)	_rég	3236	935	2.7229476E-5
			6)	_ru	0	0	0.0
				1)	_rui	4393	498	1.4502973E-5
				2)	_rur	4556	461	1.3425442E-5
				3)	_rue	4717	420	1.2231422E-5
				4)	_rus	5907	245	7.1349964E-6
				5)	_rum	6216	213	6.2030786E-6
			7)	_ro	0	0	0.0
				1)	_rom	6312	205	5.970099E-6
		11)	_a	0	0	0.0
			1)	_al	0	0	0.0
				1)	_al_	65	30906	9.0005796E-4
				2)	_alg	264	11203	3.2625863E-4
				3)	_alc	1576	2637	7.679586E-5
				4)	_alt	1743	2349	6.84086E-5
				5)	_ali	1861	2173	6.328305E-5
				6)	_ale	2182	1783	5.19253E-5
				7)	_all	2464	1499	4.365453E-5
				8)	_ala	5069	357	1.03967095E-5
				9)	_alb	5237	327	9.523036E-6
				10)	_alm	5582	280	8.154282E-6
				11)	_alu	5752	260	7.571833E-6
				12)	_alr	6225	212	6.173956E-6
			2)	_ac	0	0	0.0
				1)	_act	288	10594	3.0852307E-4
				2)	_acu	555	6762	1.969259E-4
				3)	_ace	668	5973	1.739483E-4
				4)	_acc	734	5505	1.60319E-4
				5)	_aco	1295	3379	9.840471E-5
				6)	_aca	1771	2303	6.706897E-5
				7)	_acl	3623	742	2.1608847E-5
			3)	_an	0	0	0.0
				1)	_ant	322	9753	2.8403112E-4
				2)	_ani	1963	2049	5.967187E-5
				3)	_anu	2490	1466	4.269349E-5
				4)	_aná	3731	698	2.032746E-5
				5)	_ana	3740	695	2.0240092E-5
				6)	_and	6224	212	6.173956E-6
			4)	_añ	0	0	0.0
				1)	_año	394	8727	2.541515E-4
				2)	_aña	2976	1083	3.1539596E-5
			5)	_ap	0	0	0.0
				1)	_apr	511	7101	2.0679842E-4
				2)	_apo	533	6889	2.0062446E-4
				3)	_apl	651	6082	1.7712265E-4
				4)	_apa	1888	2144	6.24385E-5
				5)	_ape	3073	1024	2.9821373E-5
				6)	_apu	5140	345	1.004724E-5
			6)	_ah	0	0	0.0
				1)	_aho	618	6281	1.8291801E-4
				2)	_ahí	3709	706	2.056044E-5
			7)	_as	0	0	0.0
				1)	_así	680	5888	1.714729E-4
				2)	_asu	857	4880	1.4211748E-4
				3)	_asi	1000	4283	1.2473139E-4
				4)	_asp	1466	2865	8.343578E-5
				5)	_ase	2087	1893	5.512877E-5
				6)	_aso	2833	1186	3.4539207E-5
				7)	_asa	5998	236	6.8728946E-6
				8)	_asc	6168	218	6.348691E-6
			8)	_ad	0	0	0.0
				1)	_ade	691	5831	1.6981292E-4
				2)	_ado	917	4635	1.3498249E-4
				3)	_adm	1875	2160	6.290446E-5
				4)	_adh	2718	1270	3.6985493E-5
				5)	_adi	3310	897	2.6122823E-5
				6)	_ada	3706	707	2.0589561E-5
				7)	_adq	4092	582	1.6949258E-5
				8)	_adv	4722	418	1.2173178E-5
				9)	_adu	5238	327	9.523036E-6
			9)	_aq	0	0	0.0
				1)	_aqu	736	5500	1.601734E-4
			10)	_ag	0	0	0.0
				1)	_agr	760	5361	1.5612537E-4
				2)	_agu	2605	1369	3.9868613E-5
				3)	_age	3167	969	2.821964E-5
				4)	_ago	5278	323	9.406546E-6
			11)	_ay	0	0	0.0
				1)	_ayu	808	5065	1.4750514E-4
				2)	_aye	3628	740	2.1550602E-5
			12)	_au	0	0	0.0
				1)	_aut	869	4859	1.4150591E-4
				2)	_aun	1470	2857	8.3202794E-5
				3)	_aum	1857	2181	6.351603E-5
				4)	_aus	3505	798	2.3239703E-5
				5)	_aud	4695	424	1.2347912E-5
			13)	_am	0	0	0.0
				1)	_amp	918	4634	1.3495337E-4
				2)	_amb	1194	3668	1.0682109E-4
				3)	_ame	2693	1294	3.768443E-5
				4)	_ami	4383	500	1.45612175E-5
				5)	_ama	6125	222	6.4651804E-6
			14)	_at	0	0	0.0
				1)	_ate	1446	2926	8.521225E-5
				2)	_atr	2796	1225	3.5674984E-5
				3)	_ata	3522	789	2.2977601E-5
			15)	_ar	0	0	0.0
				1)	_art	1489	2828	8.2358245E-5
				2)	_arm	1950	2060	5.9992217E-5
				3)	_arr	3134	986	2.8714721E-5
				4)	_arg	3789	675	1.9657644E-5
				5)	_ara	5899	246	7.164119E-6
			16)	_aú	0	0	0.0
				1)	_aún	1579	2634	7.670849E-5
			17)	_av	0	0	0.0
				1)	_ava	1776	2293	6.677774E-5
				2)	_avi	3880	644	1.8754848E-5
				3)	_ave	5330	316	9.202689E-6
			18)	_ab	0	0	0.0
				1)	_abs	1811	2244	6.5350745E-5
				2)	_abo	2148	1821	5.3031956E-5
				3)	_abr	2964	1095	3.1889067E-5
				4)	_abi	3147	979	2.8510864E-5
				5)	_aba	3152	976	2.8423496E-5
				6)	_abu	3975	615	1.7910297E-5
			19)	_af	0	0	0.0
				1)	_afe	1831	2214	6.447707E-5
				2)	_afi	2670	1314	3.826688E-5
				3)	_afr	3543	780	2.27155E-5
				4)	_aft	5208	332	9.668648E-6
			20)	_aé	0	0	0.0
				1)	_aér	3274	914	2.6617905E-5
			21)	_ae	0	0	0.0
				1)	_aer	4610	448	1.3046851E-5
			22)	_aj	0	0	0.0
				1)	_aju	4903	384	1.1183015E-5
			23)	_ai	0	0	0.0
				1)	_ais	5824	253	7.367976E-6
				2)	_air	5850	251	7.3097312E-6
		12)	_t	0	0	0.0
			1)	_tr	0	0	0.0
				1)	_tra	66	30839	8.981068E-4
				2)	_tre	1585	2627	7.6504635E-5
				3)	_trá	2587	1390	4.0480183E-5
				4)	_tri	2924	1119	3.2588006E-5
				5)	_tro	5313	318	9.260934E-6
			2)	_to	0	0	0.0
				1)	_tod	87	24830	7.2311005E-4
				2)	_tom	1276	3440	1.00181176E-4
				3)	_tot	1652	2507	7.300994E-5
				4)	_tor	3678	721	2.0997275E-5
				5)	_ton	5067	357	1.03967095E-5
				6)	_tol	5641	272	7.921302E-6
				7)	_toc	6285	207	6.028344E-6
			3)	_ta	0	0	0.0
				1)	_tam	126	18919	5.5096735E-4
				2)	_tan	300	10243	2.983011E-4
				3)	_tal	1246	3512	1.0227799E-4
				4)	_tar	1611	2590	7.542711E-5
				5)	_tas	4612	447	1.3017729E-5
				6)	_tab	4691	425	1.2377035E-5
			4)	_te	0	0	0.0
				1)	_ten	160	16153	4.704147E-4
				2)	_ter	500	7189	2.0936118E-4
				3)	_tem	847	4907	1.429038E-4
				4)	_tex	2181	1783	5.19253E-5
				5)	_tec	2618	1356	3.9490023E-5
				6)	_tel	3109	999	2.9093313E-5
				7)	_tes	5463	295	8.591119E-6
			5)	_ti	0	0	0.0
				1)	_tie	212	12933	3.7664044E-4
				2)	_tip	1673	2464	7.175768E-5
				3)	_tit	6197	214	6.232201E-6
			6)	_tu	0	0	0.0
				1)	_tur	2410	1545	4.499416E-5
				2)	_tuv	3254	924	2.690913E-5
			7)	_té	0	0	0.0
				1)	_téc	2579	1396	4.065492E-5
				2)	_tér	2884	1145	3.334519E-5
			8)	_tí	0	0	0.0
				1)	_tít	5300	320	9.319179E-6
		13)	_h	0	0	0.0
			1)	_ha	0	0	0.0
				1)	_ha_	88	24660	7.1815925E-4
				2)	_hac	181	14769	4.3010924E-4
				3)	_hay	261	11238	3.2727793E-4
				4)	_han	272	11018	3.2087098E-4
				5)	_hab	285	10660	3.1044515E-4
				6)	_has	1254	3488	1.01579055E-4
				7)	_hag	2434	1523	4.435347E-5
				8)	_har	3091	1008	2.9355415E-5
				9)	_hal	5496	290	8.445506E-6
				10)	_ham	6180	216	6.290446E-6
			2)	_he	0	0	0.0
				1)	_hem	661	6011	1.7505496E-4
				2)	_hec	697	5772	1.6809469E-4
				3)	_he_	985	4346	1.265661E-4
				4)	_her	4116	573	1.6687156E-5
			3)	_hu	0	0	0.0
				1)	_hum	886	4801	1.3981681E-4
				2)	_hub	2723	1265	3.683988E-5
				3)	_hue	5956	240	6.9893845E-6
			4)	_ho	0	0	0.0
				1)	_hoy	991	4327	1.2601278E-4
				2)	_hor	1425	2972	8.6551874E-5
				3)	_hom	2664	1318	3.838337E-5
				4)	_hon	4774	407	1.1852831E-5
				5)	_hos	6143	220	6.406936E-6
			5)	_hi	0	0	0.0
				1)	_his	3090	1008	2.9355415E-5
				2)	_hin	4528	467	1.3600177E-5
				3)	_hic	4605	450	1.3105096E-5
				4)	_hiz	4790	403	1.1736342E-5
				5)	_hip	5399	305	8.882343E-6
				6)	_hij	5454	296	8.620241E-6
		14)	_i	0	0	0.0
			1)	_in	0	0	0.0
				1)	_int	95	23755	6.9180346E-4
				2)	_inf	117	19991	5.821866E-4
				3)	_inc	304	10194	2.968741E-4
				4)	_ins	334	9566	2.785852E-4
				5)	_ind	481	7438	2.1661267E-4
