Spanish	4	3505687	3101
				4)	_loc	2361	315	4.583729E-5
			3)	_lu	0	0	0.0
				1)	_lug	523	1432	2.0837778E-4
				2)	_luc	1565	542	7.886924E-5
				3)	_lue	2897	227	3.3031953E-5
			4)	_ll	0	0	0.0
				1)	_lle	604	1286	1.8713255E-4
				2)	_lla	1972	403	5.864263E-5
			5)	_li	0	0	0.0
				1)	_lib	804	1052	1.53082E-4
				2)	_lim	1672	499	7.2612085E-5
				3)	_lis	3100	200	2.9103041E-5
			6)	_le	0	0	0.0
				1)	_leg	812	1042	1.5162684E-4
				2)	_le_	1281	682	9.924137E-5
				3)	_les	1753	466	6.7810084E-5
				4)	_lec	3025	211	3.0703708E-5
				5)	_len	3075	203	2.9539588E-5
			7)	_lí	0	0	0.0
				1)	_lím	3099	200	2.9103041E-5
		3)	_q	0	0	0.0
			1)	_qu	0	0	0.0
				1)	_que	4	41201	0.005995372
				2)	_qui	166	3126	4.5488053E-4
				3)	_qué	902	946	1.376574E-4
		4)	_e	0	0	0.0
			1)	_en	0	0	0.0
				1)	_en_	5	33092	0.0048153894
				2)	_ent	171	3103	4.5153368E-4
				3)	_enm	606	1285	1.8698705E-4
				4)	_enc	717	1152	1.6763352E-4
				5)	_ene	1781	458	6.664597E-5
				6)	_enf	1933	415	6.038881E-5
				7)	_env	2936	223	3.244989E-5
				8)	_eno	3035	209	3.0412679E-5
			2)	_el	0	0	0.0
				1)	_el_	7	27522	0.0040048696
				2)	_ell	432	1635	2.3791737E-4
				3)	_ele	770	1079	1.570109E-4
				4)	_ela	2204	349	5.0784805E-5
				5)	_eli	2945	221	3.215886E-5
			3)	_es	0	0	0.0
				1)	_est	12	19078	0.0027761392
				2)	_es_	40	9391	0.0013665333
				3)	_esp	195	2706	3.9376414E-4
				4)	_ese	548	1387	2.0182959E-4
				5)	_eso	687	1175	1.7098036E-4
				6)	_esa	723	1143	1.6632388E-4
				7)	_esc	891	957	1.3925806E-4
				8)	_esf	1482	573	8.338021E-5
			4)	_eu	0	0	0.0
				1)	_eur	250	2385	3.4705378E-4
			5)	_em	0	0	0.0
				1)	_emp	360	1879	2.7342307E-4
				2)	_emb	892	956	1.3911254E-4
				3)	_emi	2765	243	3.5360194E-5
			6)	_ex	0	0	0.0
				1)	_exp	375	1826	2.6571075E-4
				2)	_exi	419	1663	2.4199179E-4
				3)	_ext	968	885	1.2878096E-4
				4)	_exc	989	870	1.2659823E-4
				5)	_exa	1685	495	7.203003E-5
			7)	_ec	0	0	0.0
				1)	_eco	459	1551	2.2569408E-4
			8)	_ej	0	0	0.0
				1)	_eje	531	1417	2.0619505E-4
			9)	_ef	0	0	0.0
				1)	_efe	1047	824	1.1990453E-4
				2)	_efi	1669	501	7.2903116E-5
			10)	_ev	0	0	0.0
				1)	_evi	1322	658	9.5749005E-5
				2)	_eva	2975	218	3.1722317E-5
			11)	_eq	0	0	0.0
				1)	_equ	1692	493	7.1739E-5
			12)	_er	0	0	0.0
				1)	_era	2347	318	4.6273835E-5
				2)	_err	2942	222	3.2304375E-5
		5)	_c	0	0	0.0
			1)	_co	0	0	0.0
				1)	_con	8	24955	0.003631332
				2)	_com	25	12416	0.0018067168
				3)	_col	655	1221	1.7767407E-4
				4)	_cor	669	1195	1.7389067E-4
				5)	_cos	851	988	1.4376902E-4
				6)	_coo	1033	836	1.21650715E-4
				7)	_coh	1998	397	5.7769535E-5
			2)	_cu	0	0	0.0
				1)	_cua	178	3039	4.422207E-4
				2)	_cue	248	2394	3.483634E-4
				3)	_cul	1566	541	7.872373E-5
				4)	_cum	1610	523	7.610445E-5
				5)	_cuá	2180	355	5.16579E-5
				6)	_cuy	2291	329	4.7874502E-5
			3)	_cr	0	0	0.0
				1)	_cre	203	2653	3.8605183E-4
				2)	_cri	1320	660	9.6040036E-5
				3)	_crí	2980	217	3.15768E-5
			4)	_ca	0	0	0.0
				1)	_cas	443	1600	2.3282433E-4
				2)	_car	560	1359	1.9775517E-4
				3)	_cam	752	1104	1.606488E-4
				4)	_cad	1048	824	1.1990453E-4
				5)	_cap	1167	750	1.091364E-4
				6)	_cal	1323	658	9.5749005E-5
				7)	_cab	1552	546	7.94513E-5
				8)	_can	1746	470	6.8392146E-5
				9)	_cau	2068	379	5.5150264E-5
				10)	_cat	2135	366	5.3258565E-5
			5)	_cl	0	0	0.0
				1)	_cla	595	1298	1.8887874E-4
			6)	_ci	0	0	0.0
				1)	_ciu	725	1140	1.6588734E-4
				2)	_cie	831	1015	1.4769794E-4
				3)	_cir	2348	317	4.612832E-5
				4)	_civ	2750	246	3.579674E-5
				5)	_cin	2806	238	3.463262E-5
			7)	_ce	0	0	0.0
				1)	_cen	1675	498	7.246657E-5
				2)	_cer	1853	437	6.3590145E-5
				3)	_cel	2140	365	5.311305E-5
			8)	_có	0	0	0.0
				1)	_cóm	1882	428	6.228051E-5
			9)	_ch	0	0	0.0
				1)	_cho	2648	261	3.797947E-5
		6)	_p	0	0	0.0
			1)	_pa	0	0	0.0
				1)	_par	19	13924	0.0020261537
				2)	_paí	222	2534	3.6873552E-4
				3)	_pas	713	1159	1.6865213E-4
				4)	_pal	1584	532	7.741409E-5
				5)	_pap	1922	418	6.0825358E-5
				6)	_pag	2255	337	4.9038626E-5
				7)	_paz	2501	292	4.249044E-5
				8)	_pat	2918	225	3.274092E-5
			2)	_pr	0	0	0.0
				1)	_pro	21	12835	0.0018676877
				2)	_pre	50	7367	0.0010720105
				3)	_pri	153	3373	4.908228E-4
				4)	_pró	1726	481	6.999281E-5
				5)	_prá	1863	433	6.300808E-5
				6)	_pru	2778	242	3.521468E-5
			3)	_po	0	0	0.0
				1)	_por	23	12531	0.001823451
				2)	_pol	158	3302	4.804912E-4
				3)	_pos	193	2722	3.960924E-4
				4)	_pod	230	2455	3.5723983E-4
				5)	_pon	630	1257	1.8291261E-4
				6)	_pob	1339	647	9.414834E-5
				7)	_poc	1652	507	7.377621E-5
			4)	_pe	0	0	0.0
				1)	_per	62	6545	9.52397E-4
				2)	_pes	1017	845	1.2296035E-4
				3)	_pen	1064	814	1.1844938E-4
				4)	_pel	1900	424	6.169845E-5
				5)	_ped	2118	368	5.3549596E-5
				6)	_peq	2231	343	4.9911716E-5
				7)	_pet	2956	220	3.2013344E-5
			5)	_pu	0	0	0.0
				1)	_pue	99	4569	6.6485896E-4
				2)	_pun	673	1189	1.7301759E-4
			6)	_pl	0	0	0.0
				1)	_pla	381	1790	2.604722E-4
				2)	_ple	1968	405	5.893366E-5
			7)	_pú	0	0	0.0
				1)	_púb	1278	685	9.967792E-5
			8)	_pi	0	0	0.0
				1)	_pie	1894	426	6.198948E-5
				2)	_pid	2458	299	4.3509048E-5
		7)	_s	0	0	0.0
			1)	_se	0	0	0.0
				1)	_se_	20	13084	0.001903921
				2)	_ser	114	4112	5.983585E-4
				3)	_señ	116	4095	5.9588475E-4
				4)	_seg	211	2605	3.7906712E-4
				5)	_sen	652	1225	1.7825613E-4
				6)	_sea	690	1174	1.7083486E-4
				7)	_sec	1041	828	1.2048659E-4
				8)	_sem	1929	416	6.0534327E-5
				9)	_ses	2584	271	3.943462E-5
				10)	_sep	3074	203	2.9539588E-5
			2)	_so	0	0	0.0
				1)	_sob	100	4506	6.5569155E-4
				2)	_soc	326	1967	2.862284E-4
				3)	_son	391	1748	2.5436058E-4
				4)	_sol	488	1492	2.1710868E-4
				5)	_som	2084	375	5.45682E-5
				6)	_sos	2643	262	3.8124985E-5
			3)	_su	0	0	0.0
				1)	_su_	112	4177	6.07817E-4
				2)	_sus	231	2451	3.5665778E-4
				3)	_sup	829	1017	1.4798896E-4
				4)	_sub	1145	764	1.1117362E-4
				5)	_suf	1825	445	6.475427E-5
				6)	_sum	2500	292	4.249044E-5
				7)	_suc	3036	208	3.0267163E-5
			4)	_si	0	0	0.0
				1)	_sin	161	3227	4.695776E-4
				2)	_si_	238	2414	3.5127372E-4
				3)	_sig	689	1174	1.7083486E-4
				4)	_sit	766	1085	1.57884E-4
				5)	_sis	816	1033	1.5031721E-4
				6)	_sid	952	899	1.3081817E-4
				7)	_sie	1042	827	1.2034108E-4
				8)	_sim	1903	423	6.1552935E-5
			5)	_só	0	0	0.0
				1)	_sól	554	1373	1.9979238E-4
			6)	_sa	0	0	0.0
				1)	_sab	953	899	1.3081817E-4
				2)	_sal	1117	780	1.1350186E-4
				3)	_sat	1971	403	5.864263E-5
				4)	_san	2386	310	4.5109715E-5
			7)	_sí	0	0	0.0
				1)	_sí_	1921	418	6.0825358E-5
		8)	_n	0	0	0.0
			1)	_no	0	0	0.0
				1)	_no_	28	10884	0.0015837875
				2)	_nos	199	2674	3.8910765E-4
				3)	_nor	994	862	1.254341E-4
				4)	_nom	1307	670	9.749519E-5
				5)	_not	2840	233	3.3905042E-5
			2)	_nu	0	0	0.0
				1)	_nue	88	4859	7.070584E-4
			3)	_ne	0	0	0.0
				1)	_nec	281	2203	3.2057E-4
				2)	_neg	1182	743	1.081178E-4
			4)	_na	0	0	0.0
				1)	_nac	945	903	1.3140023E-4
				2)	_nat	1551	546	7.94513E-5
				3)	_nad	1698	491	7.144797E-5
			5)	_ni	0	0	0.0
				1)	_niv	1303	673	9.7931734E-5
				2)	_ni_	1366	633	9.211113E-5
				3)	_nin	1371	629	9.1529066E-5
				4)	_niñ	2381	311	4.525523E-5
			6)	_nú	0	0	0.0
				1)	_núm	2401	309	4.49642E-5
		9)	_u	0	0	0.0
			1)	_un	0	0	0.0
				1)	_una	33	10432	0.0015180146
				2)	_un_	36	9813	0.0014279407
				3)	_uno	947	902	1.3125471E-4
				4)	_uni	1910	421	6.1261904E-5
			2)	_us	0	0	0.0
				1)	_ust	1023	841	1.2237829E-4
			3)	_ut	0	0	0.0
				1)	_uti	1498	568	8.265264E-5
			4)	_ur	0	0	0.0
				1)	_urg	2796	239	3.4778135E-5
		10)	_r	0	0	0.0
			1)	_re	0	0	0.0
				1)	_res	59	6724	9.784442E-4
				2)	_rec	144	3441	5.0071784E-4
				3)	_ref	237	2417	3.5171025E-4
				4)	_reg	282	2193	3.1911486E-4
				5)	_rel	315	1995	2.9030285E-4
				6)	_rea	321	1983	2.8855665E-4
				7)	_rep	613	1275	1.8553188E-4
				8)	_red	1035	833	1.21214165E-4
				9)	_ret	1429	602	8.760016E-5
				10)	_rev	1875	429	6.242602E-5
				11)	_ren	1994	398	5.791505E-5
				12)	_reu	2457	299	4.3509048E-5
				13)	_req	2600	270	3.9289105E-5
			2)	_ra	0	0	0.0
				1)	_raz	1196	735	1.06953674E-4
				2)	_rac	2529	285	4.1471834E-5
			3)	_ri	0	0	0.0
				1)	_rie	2021	389	5.6605415E-5
			4)	_rá	0	0	0.0
				1)	_ráp	2369	314	4.5691773E-5
		11)	_a	0	0	0.0
			1)	_al	0	0	0.0
				1)	_al_	64	6073	8.8371383E-4
				2)	_alg	256	2336	3.399235E-4
				3)	_alc	1595	529	7.697754E-5
				4)	_ali	1629	518	7.5376876E-5
				5)	_alt	1857	436	6.344463E-5
				6)	_ale	2141	365	5.311305E-5
				7)	_all	2431	303	4.4091106E-5
			2)	_an	0	0	0.0
				1)	_ant	303	2071	3.01362E-4
				2)	_anu	2526	286	4.161735E-5
				3)	_ani	2644	262	3.8124985E-5
			3)	_ac	0	0	0.0
				1)	_act	322	1978	2.8782908E-4
				2)	_acu	617	1268	1.8451328E-4
				3)	_ace	785	1067	1.5526473E-4
				4)	_acc	790	1062	1.5453715E-4
				5)	_aco	1465	582	8.468985E-5
				6)	_aca	1864	433	6.300808E-5
			4)	_añ	0	0	0.0
				1)	_año	447	1594	2.3195124E-4
				2)	_aña	2976	218	3.1722317E-5
			5)	_ap	0	0	0.0
				1)	_apr	486	1495	2.1754524E-4
				2)	_apl	582	1317	1.9164353E-4
				3)	_apo	633	1255	1.8262159E-4
				4)	_apa	1811	449	6.533633E-5
			6)	_aq	0	0	0.0
				1)	_aqu	670	1193	1.7359965E-4
			7)	_ah	0	0	0.0
				1)	_aho	695	1171	1.7039831E-4
			8)	_as	0	0	0.0
				1)	_así	698	1169	1.7010728E-4
				2)	_asu	818	1029	1.4973515E-4
				3)	_asi	1183	743	1.081178E-4
				4)	_asp	1531	554	8.061543E-5
				5)	_ase	2048	384	5.587784E-5
				6)	_aso	2727	249	3.6233287E-5
			9)	_ad	0	0	0.0
				1)	_ade	768	1084	1.5773848E-4
				2)	_ado	957	895	1.302361E-4
				3)	_adm	1792	455	6.620942E-5
				4)	_adi	2432	303	4.4091106E-5
				5)	_adh	2724	250	3.6378802E-5
			10)	_au	0	0	0.0
				1)	_aut	845	1001	1.4566073E-4
				2)	_aun	1561	543	7.901476E-5
				3)	_aum	1980	402	5.8497113E-5
				4)	_aus	2632	265	3.856153E-5
			11)	_ay	0	0	0.0
				1)	_ayu	857	984	1.4318696E-4
			12)	_ag	0	0	0.0
				1)	_agr	923	925	1.3460156E-4
				2)	_agu	1717	485	7.0574875E-5
			13)	_am	0	0	0.0
				1)	_amp	990	870	1.2659823E-4
				2)	_amb	997	861	1.252886E-4
				3)	_ame	2605	269	3.914359E-5
			14)	_ar	0	0	0.0
				1)	_art	1337	649	9.443937E-5
				2)	_arm	2343	319	4.641935E-5
				3)	_arr	3045	207	3.0121648E-5
			15)	_at	0	0	0.0
				1)	_ate	1477	575	8.367124E-5
				2)	_atr	2682	256	3.725189E-5
			16)	_aú	0	0	0.0
				1)	_aún	1768	460	6.6937E-5
			17)	_af	0	0	0.0
				1)	_afe	1795	454	6.6063905E-5
				2)	_afi	2530	285	4.1471834E-5
				3)	_afr	2683	256	3.725189E-5
			18)	_ab	0	0	0.0
				1)	_abs	1911	421	6.1261904E-5
				2)	_abo	2284	331	4.8165533E-5
				3)	_abr	2919	225	3.274092E-5
				4)	_aba	2995	215	3.128577E-5
			19)	_av	0	0	0.0
				1)	_ava	2116	369	5.3695112E-5
		12)	_t	0	0	0.0
			1)	_tr	0	0	0.0
				1)	_tra	78	5467	7.955316E-4
				2)	_tre	1852	437	6.3590145E-5
			2)	_to	0	0	0.0
				1)	_tod	84	5003	7.280126E-4
				2)	_tom	1219	716	1.0418889E-4
				3)	_tot	1688	494	7.188451E-5
			3)	_ta	0	0	0.0
				1)	_tam	131	3663	5.330222E-4
				2)	_tan	334	1942	2.8259054E-4
				3)	_tal	1333	652	9.487591E-5
				4)	_tar	1505	566	8.236161E-5
			4)	_te	0	0	0.0
				1)	_ten	156	3337	4.8558426E-4
				2)	_ter	677	1180	1.7170794E-4
				3)	_tem	875	975	1.4187733E-4
				4)	_tex	2245	340	4.947517E-5
				5)	_tec	2467	297	4.3218017E-5
			5)	_ti	0	0	0.0
				1)	_tie	218	2550	3.7106377E-4
				2)	_tip	1650	509	7.406724E-5
			6)	_tu	0	0	0.0
				1)	_tur	1742	472	6.868318E-5
			7)	_té	0	0	0.0
				1)	_téc	2680	256	3.725189E-5
				2)	_tér	2830	235	3.4196073E-5
		13)	_h	0	0	0.0
			1)	_ha	0	0	0.0
				1)	_ha_	89	4821	7.015288E-4
				2)	_hac	164	3172	4.6157424E-4
				3)	_hay	262	2313	3.3657666E-4
				4)	_hab	297	2089	3.0398127E-4
				5)	_han	301	2083	3.031082E-4
				6)	_has	1287	680	9.895034E-5
				7)	_hag	2308	326	4.7437956E-5
				8)	_har	2944	221	3.215886E-5
			2)	_hu	0	0	0.0
				1)	_hum	682	1177	1.712714E-4
				2)	_hub	2983	216	3.1431286E-5
			3)	_he	0	0	0.0
				1)	_hem	709	1164	1.693797E-4
				2)	_hec	719	1151	1.67488E-4
				3)	_he_	1085	800	1.16412164E-4
			4)	_ho	0	0	0.0
				1)	_hoy	911	939	1.3663877E-4
				2)	_hor	1601	527	7.668651E-5
				3)	_hom	2387	310	4.5109715E-5
			5)	_hi	0	0	0.0
				1)	_his	2984	216	3.1431286E-5
		14)	_i	0	0	0.0
			1)	_in	0	0	0.0
				1)	_int	96	4681	6.811567E-4
				2)	_inf	137	3562	5.183252E-4
				3)	_inc	288	2119	3.0834673E-4
				4)	_ins	312	2004	2.9161246E-4
				5)	_ind	498	1484	2.1594457E-4
				6)	_inv	917	932	1.3562017E-4
				7)	_ini	928	918	1.3358296E-4
				8)	_inm	1849	438	6.373566E-5
				9)	_ina	2794	240	3.492365E-5
				10)	_ing	2994	215	3.128577E-5
			2)	_im	0	0	0.0
				1)	_imp	123	3788	5.512116E-4
			3)	_id	0	0	0.0
				1)	_ide	1423	605	8.80367E-5
			4)	_ig	0	0	0.0
				1)	_igu	1570	539	7.84327E-5
		15)	_m	0	0	0.0
			1)	_má	0	0	0.0
				1)	_más	109	4213	6.1305554E-4
				2)	_máx	3052	206	2.9976132E-5
			2)	_me	0	0	0.0
				1)	_med	163	3182	4.630294E-4
				2)	_me_	354	1892	2.753148E-4
				3)	_men	513	1456	2.1187014E-4
				4)	_mer	641	1244	1.8102092E-4
				5)	_mej	692	1173	1.7068934E-4
				6)	_mes	1995	398	5.791505E-5
			3)	_mi	0	0	0.0
				1)	_mie	270	2269	3.30174E-4
				2)	_mis	397	1736	2.526144E-4
				3)	_mi_	464	1548	2.2525754E-4
				4)	_mil	1024	841	1.2237829E-4
				5)	_min	1517	562	8.1779544E-5
			4)	_ma	0	0	0.0
				1)	_man	348	1899	2.763334E-4
				2)	_mar	429	1639	2.3849943E-4
				3)	_may	567	1345	1.9571795E-4
				4)	_mat	862	982	1.4289594E-4
				5)	_mañ	2236	342	4.97662E-5
				6)	_mal	2672	257	3.7397407E-5
			5)	_mu	0	0	0.0
				1)	_muc	355	1891	2.7516927E-4
				2)	_muy	400	1732	2.5203233E-4
				3)	_mun	1172	749	1.0899089E-4
				4)	_muj	1585	532	7.741409E-5
				5)	_mue	2340	320	4.6564866E-5
			6)	_mo	0	0	0.0
				1)	_mod	476	1532	2.229293E-4
				2)	_mom	1272	689	1.00259975E-4
				3)	_mot	2139	365	5.311305E-5
				4)	_mon	2459	299	4.3509048E-5
				5)	_mov	3024	211	3.0703708E-5
		16)	_o	0	0	0.0
			1)	_ot	0	0	0.0
				1)	_otr	235	2423	3.5258336E-4
			2)	_ob	0	0	0.0
				1)	_obj	557	1362	1.9819172E-4
				2)	_obs	908	941	1.3692981E-4
				3)	_obl	1558	544	7.916027E-5
				4)	_obt	2876	230	3.34685E-5
			3)	_op	0	0	0.0
				1)	_opi	1029	839	1.2208727E-4
				2)	_opo	1377	625	9.0947E-5
				3)	_ope	2891	228	3.3177468E-5
			4)	_or	0	0	0.0
				1)	_org	1279	683	9.938689E-5
				2)	_ori	1533	552	8.03244E-5
				3)	_ord	1550	546	7.94513E-5
			5)	_oc	0	0	0.0
				1)	_ocu	1315	662	9.633107E-5
				2)	_oca	2194	351	5.1075836E-5
			6)	_of	0	0	0.0
				1)	_ofr	2671	257	3.7397407E-5
		17)	_g	0	0	0.0
			1)	_gr	0	0	0.0
				1)	_gra	255	2337	3.4006903E-4
				2)	_gru	1848	439	6.3881176E-5
			2)	_ge	0	0	0.0
				1)	_gen	722	1145	1.6661492E-4
				2)	_ges	1274	687	9.9968944E-5
			3)	_ga	0	0	0.0
				1)	_gar	1010	853	1.2412448E-4
				2)	_gas	2346	318	4.6273835E-5
			4)	_gu	0	0	0.0
				1)	_gus	2115	369	5.3695112E-5
				2)	_gue	2779	242	3.521468E-5
			5)	_go	0	0	0.0
				1)	_gob	2119	368	5.3549596E-5
			6)	_gl	0	0	0.0
				1)	_glo	2436	302	4.394559E-5
		18)	_f	0	0	0.0
			1)	_fi	0	0	0.0
				1)	_fin	259	2318	3.3730426E-4
				2)	_fir	2664	259	3.7688438E-5
				3)	_fis	2726	249	3.6233287E-5
				4)	_fij	2877	230	3.34685E-5
			2)	_fo	0	0	0.0
				1)	_for	299	2085	3.033992E-4
				2)	_fon	1572	538	7.828718E-5
				3)	_fom	2631	265	3.856153E-5
			3)	_fu	0	0	0.0
				1)	_fun	426	1641	2.3879045E-4
				2)	_fue	576	1328	1.932442E-4
				3)	_fut	1391	618	8.99284E-5
			4)	_fa	0	0	0.0
				1)	_fav	1376	626	9.109252E-5
				2)	_fal	1534	552	8.03244E-5
				3)	_fac	1984	401	5.8351598E-5
				4)	_fam	2892	228	3.3177468E-5
			5)	_fr	0	0	0.0
				1)	_fra	1664	502	7.3048635E-5
				2)	_fre	1780	458	6.664597E-5
				3)	_fro	3037	208	3.0267163E-5
			6)	_fe	0	0	0.0
				1)	_fel	2317	325	4.7292444E-5
		19)	_y	0	0	0.0
			1)	_ya	0	0	0.0
				1)	_ya_	372	1831	2.6643835E-4
			2)	_yo	0	0	0.0
				1)	_yo_	1084	800	1.16412164E-4
		20)	_v	0	0	0.0
			1)	_ve	0	0	0.0
				1)	_ver	592	1306	1.9004286E-4
				2)	_vez	896	952	1.3853048E-4
				3)	_ven	1874	429	6.242602E-5
				4)	_vec	2316	325	4.7292444E-5
			2)	_vo	0	0	0.0
				1)	_vot	778	1075	1.5642885E-4
				2)	_vol	1592	530	7.712306E-5
			3)	_vi	0	0	0.0
				1)	_vis	931	917	1.3343744E-4
				2)	_vid	1919	419	6.0970873E-5
				3)	_vig	2104	371	5.3986143E-5
				4)	_vio	2242	341	4.9620685E-5
				5)	_viv	2315	325	4.7292444E-5
				6)	_vin	2917	225	3.274092E-5
				7)	_vie	2961	219	3.186783E-5
			4)	_va	0	0	0.0
				1)	_val	1142	766	1.1146465E-4
				2)	_va_	1627	519	7.5522395E-5
				3)	_var	2183	354	5.1512383E-5
				4)	_van	2547	282	4.1035288E-5
				5)	_vam	2962	219	3.186783E-5
		21)	_b	0	0	0.0
			1)	_bi	0	0	0.0
				1)	_bie	758	1092	1.589026E-4
			2)	_ba	0	0	0.0
				1)	_bas	898	950	1.3823944E-4
				2)	_baj	2333	321	4.6710382E-5
			3)	_bu	0	0	0.0
				1)	_bue	1204	729	1.0608059E-4
			4)	_be	0	0	0.0
				1)	_ben	1854	437	6.3590145E-5
		22)	_ú	0	0	0.0
			1)	_úl	0	0	0.0
				1)	_últ	961	891	1.2965404E-4
			2)	_ún	0	0	0.0
				1)	_úni	1516	562	8.1779544E-5
		23)	_á	0	0	0.0
			1)	_ám	0	0	0.0
				1)	_ámb	986	873	1.2703477E-4
		24)	_é	0	0	0.0
			1)	_és	0	0	0.0
				1)	_ést	1131	772	1.1233774E-4
			2)	_éx	0	0	0.0
				1)	_éxi	2993	215	3.128577E-5
		25)	_j	0	0	0.0
			1)	_ju	0	0	0.0
				1)	_jus	1400	614	8.934634E-5
				2)	_jur	1581	534	7.770512E-5
				3)	_jun	2604	269	3.914359E-5
				4)	_jud	3101	200	2.9103041E-5
		26)	_z	0	0	0.0
			1)	_zo	0	0	0.0
				1)	_zon	1881	428	6.228051E-5
	2)	q	0	0	0.0
		1)	qu	0	0	0.0
			1)	que	0	0	0.0
				1)	que_	3	41894	0.006096214
				2)	quer	1011	850	1.2368793E-4
				3)	qued	1335	650	9.458489E-5
				4)	quel	2077	377	5.4859232E-5
				5)	queñ	2193	351	5.1075836E-5
				6)	quet	2693	254	3.6960864E-5
				7)	ques	3027	210	3.0558193E-5
			2)	qui	0	0	0.0
				1)	quie	226	2478	3.6058668E-4
				2)	quis	733	1128	1.6414115E-4
				3)	quil	1996	397	5.7769535E-5
				4)	quiz	2841	233	3.3905042E-5
			3)	qué	0	0	0.0
				1)	qué_	872	975	1.4187733E-4
			4)	quí	0	0	0.0
				1)	quí_	1112	782	1.1379289E-4
	3)	i	0	0	0.0
		1)	ió	0	0	0.0
			1)	ión	0	0	0.0
				1)	ión_	6	29154	0.0042423503
		2)	io	0	0	0.0
			1)	ion	0	0	0.0
				1)	ione	39	9413	0.0013697346
				2)	iona	101	4502	6.5510947E-4
			2)	ios	0	0	0.0
				1)	ios_	121	3828	5.5703224E-4
			3)	ior	0	0	0.0
				1)	ior_	1321	658	9.5749005E-5
				2)	iori	2209	348	5.0639293E-5
				3)	iore	3047	206	2.9976132E-5
			4)	ioa	0	0	0.0
				1)	ioam	2434	302	4.394559E-5
			5)	iol	0	0	0.0
				1)	iola	2910	226	3.2886437E-5
		3)	id	0	0	0.0
			1)	ida	0	0	0.0
				1)	idad	43	8683	0.0012635086
				2)	ida_	317	1988	2.8928422E-4
				3)	idas	469	1541	2.2423893E-4
				4)	idar	2000	396	5.7624024E-5
				5)	idam	2378	311	4.525523E-5
				6)	idat	2879	229	3.3322984E-5
			2)	ido	0	0	0.0
				1)	ido_	75	5573	8.1095623E-4
				2)	idos	820	1025	1.4915309E-4
				3)	idor	1666	501	7.2903116E-5
			3)	ide	0	0	0.0
				1)	ider	628	1259	1.8320365E-4
				2)	iden	787	1064	1.5482819E-4
				3)	idea	2023	388	5.64599E-5
				4)	ide_	2991	215	3.128577E-5
			4)	idu	0	0	0.0
				1)	iduo	2160	359	5.223996E-5
		4)	ie	0	0	0.0
			1)	ien	0	0	0.0
				1)	ient	56	6906	0.001004928
				2)	iend	188	2912	4.2374028E-4
				3)	iene	252	2376	3.4574413E-4
				4)	ien_	667	1198	1.7432722E-4
				5)	ienc	1573	537	7.814167E-5
				6)	iens	2371	312	4.5400746E-5
			2)	iem	0	0	0.0
				1)	iemb	280	2205	3.2086103E-4
				2)	iemp	643	1239	1.8029334E-4
			3)	ier	0	0	0.0
				1)	iera	342	1924	2.7997125E-4
				2)	iero	425	1646	2.3951803E-4
				3)	iert	808	1045	1.520634E-4
				4)	iere	852	987	1.436235E-4
				5)	ier_	1837	442	6.431772E-5
				6)	iern	1988	399	5.8060567E-5
			4)	ied	0	0	0.0
				1)	ieda	1160	756	1.10009496E-4
			5)	ies	0	0	0.0
				1)	iesg	1949	410	5.9661234E-5
		5)	ic	0	0	0.0
			1)	ica	0	0	0.0
				1)	ica_	86	4908	7.141886E-4
