Portuguese	4	502288	992
			6)	eso	0	0	0.0
				1)	esol	876	227	1.8843242E-4
		3)	el	0	0	0.0
			1)	ela	0	0	0.0
				1)	elat	56	1173	9.737058E-4
				2)	elaç	984	202	1.6767994E-4
			2)	elh	0	0	0.0
				1)	elho	596	310	2.573306E-4
		4)	em	0	0	0.0
			1)	emo	0	0	0.0
				1)	emos	58	1160	9.629145E-4
			2)	emp	0	0	0.0
				1)	empr	195	617	5.121709E-4
				2)	empl	932	212	1.7598092E-4
				3)	empo	971	204	1.6934014E-4
			3)	eme	0	0	0.0
				1)	emen	283	488	4.0508818E-4
			4)	ema	0	0	0.0
				1)	ema_	414	389	3.229084E-4
				2)	emas	578	315	2.614811E-4
		5)	ei	0	0	0.0
			1)	eit	0	0	0.0
				1)	eito	112	870	7.221859E-4
				2)	eita	324	453	3.7603473E-4
			2)	eir	0	0	0.0
				1)	eiro	176	641	5.320933E-4
				2)	eira	237	533	4.4244263E-4
			3)	eis	0	0	0.0
				1)	eis_	307	470	3.901464E-4
			4)	eia	0	0	0.0
				1)	eia_	367	425	3.5279195E-4
			5)	eio	0	0	0.0
				1)	eio_	933	212	1.7598092E-4
		6)	ec	0	0	0.0
			1)	ect	0	0	0.0
				1)	ecti	118	835	6.931324E-4
				2)	ecto	150	724	6.009915E-4
				3)	ecta	847	235	1.950732E-4
			2)	eci	0	0	0.0
				1)	ecis	204	589	4.8892817E-4
				2)	ecid	784	248	2.0586447E-4
				3)	ecia	885	225	1.8677222E-4
			3)	eco	0	0	0.0
				1)	econ	205	588	4.8809804E-4
			4)	ece	0	0	0.0
				1)	eces	231	546	4.532339E-4
				2)	ecer	341	441	3.6607354E-4
		7)	eu	0	0	0.0
			1)	eur	0	0	0.0
				1)	euro	174	642	5.329234E-4
		8)	ep	0	0	0.0
			1)	epu	0	0	0.0
				1)	eput	192	620	5.146612E-4
		9)	er	0	0	0.0
			1)	erá	0	0	0.0
				1)	erá_	200	602	4.997194E-4
			2)	era	0	0	0.0
				1)	eraç	206	587	4.8726794E-4
				2)	eram	570	321	2.664617E-4
			3)	eri	0	0	0.0
				1)	eria	254	514	4.2667074E-4
			4)	ero	0	0	0.0
				1)	ero_	323	454	3.7686483E-4
			5)	erm	0	0	0.0
				1)	ermi	374	421	3.4947155E-4
				2)	ermo	737	262	2.1748587E-4
			6)	ere	0	0	0.0
				1)	erem	409	392	3.253987E-4
				2)	eres	492	353	2.9302484E-4
				3)	eren	853	232	1.925829E-4
			7)	erc	0	0	0.0
				1)	erca	440	378	3.137773E-4
			8)	erd	0	0	0.0
				1)	erda	676	282	2.3408784E-4
			9)	ern	0	0	0.0
				1)	erna	744	259	2.1499557E-4
				2)	erno	826	240	1.992237E-4
			10)	erv	0	0	0.0
				1)	ervi	813	242	2.008839E-4
			11)	erã	0	0	0.0
				1)	erão	926	213	1.7681102E-4
			12)	erg	0	0	0.0
				1)	ergu	939	211	1.7515082E-4
		10)	ef	0	0	0.0
			1)	efe	0	0	0.0
				1)	efer	301	475	3.942969E-4
			2)	efo	0	0	0.0
				1)	efor	556	325	2.697821E-4
			3)	efi	0	0	0.0
				1)	efic	830	239	1.983936E-4
		11)	eg	0	0	0.0
			1)	egu	0	0	0.0
				1)	egur	348	439	3.6441334E-4
				2)	egui	510	347	2.8804425E-4
				3)	egun	892	223	1.8511202E-4
			2)	egr	0	0	0.0
				1)	egra	628	298	2.473694E-4
			3)	egi	0	0	0.0
				1)	egis	650	290	2.4072862E-4
				2)	egiõ	699	277	2.2993734E-4
			4)	ego	0	0	0.0
				1)	ego_	904	219	1.8179162E-4
			5)	ega	0	0	0.0
				1)	egas	905	219	1.8179162E-4
		12)	ev	0	0	0.0
			1)	eve	0	0	0.0
				1)	ever	358	429	3.5611234E-4
				2)	eve_	507	348	2.8887435E-4
				3)	evem	644	292	2.4238882E-4
			2)	evi	0	0	0.0
				1)	evid	884	225	1.8677222E-4
		13)	ed	0	0	0.0
			1)	edi	0	0	0.0
				1)	edid	364	426	3.5362205E-4
		14)	ej	0	0	0.0
			1)	eja	0	0	0.0
				1)	eja_	438	380	3.154375E-4
		15)	eb	0	0	0.0
			1)	eba	0	0	0.0
				1)	ebat	460	366	3.0381614E-4
		16)	ex	0	0	0.0
			1)	exi	0	0	0.0
				1)	exis	506	348	2.8887435E-4
		17)	ea	0	0	0.0
			1)	eal	0	0	0.0
				1)	eali	827	240	1.992237E-4
		18)	et	0	0	0.0
			1)	ete	0	0	0.0
				1)	eten	880	226	1.8760232E-4
		19)	eq	0	0	0.0
			1)	equ	0	0	0.0
				1)	eque	888	224	1.8594212E-4
	4)	n	0	0	0.0
		1)	nt	0	0	0.0
			1)	nte	0	0	0.0
				1)	nte_	4	5115	0.004245955
				2)	nter	89	972	8.0685597E-4
				3)	ntes	93	957	7.944045E-4
				4)	ntem	489	353	2.9302484E-4
				5)	nten	801	244	2.0254409E-4
			2)	nto	0	0	0.0
				1)	nto_	11	2713	0.002252058
				2)	ntos	199	610	5.063602E-4
			3)	nta	0	0	0.0
				1)	ntar	190	625	5.188117E-4
				2)	nta_	375	419	3.4781135E-4
				3)	ntad	514	346	2.8721415E-4
				4)	ntaç	529	338	2.8057335E-4
				5)	ntan	626	298	2.473694E-4
			4)	ntr	0	0	0.0
				1)	ntra	308	466	3.86826E-4
				2)	ntro	363	426	3.5362205E-4
				3)	ntri	976	203	1.6851004E-4
			5)	nti	0	0	0.0
				1)	ntid	545	330	2.739326E-4
				2)	ntin	821	240	1.992237E-4
		2)	nã	0	0	0.0
			1)	não	0	0	0.0
				1)	não_	13	2620	0.0021748587
		3)	nc	0	0	0.0
			1)	nci	0	0	0.0
				1)	ncia	21	1896	0.0015738672
				2)	ncio	632	296	2.4570923E-4
			2)	nco	0	0	0.0
				1)	ncor	430	382	3.170977E-4
				2)	ncon	959	205	1.7017024E-4
			3)	ncl	0	0	0.0
				1)	nclu	544	332	2.7559279E-4
			4)	nce	0	0	0.0
				1)	ncei	741	260	2.1582567E-4
			5)	ncí	0	0	0.0
				1)	ncíp	822	240	1.992237E-4
		4)	nh	0	0	0.0
			1)	nho	0	0	0.0
				1)	nhor	35	1488	0.0012351869
			2)	nha	0	0	0.0
				1)	nha_	654	289	2.3989852E-4
			3)	nhe	0	0	0.0
				1)	nhec	868	228	1.892625E-4
		5)	nd	0	0	0.0
			1)	ndo	0	0	0.0
				1)	ndo_	69	1092	9.064678E-4
			2)	nda	0	0	0.0
				1)	nda_	234	542	4.499135E-4
				2)	ndam	977	203	1.6851004E-4
			3)	nde	0	0	0.0
				1)	nde_	490	353	2.9302484E-4
				2)	nder	747	259	2.1499557E-4
		6)	no	0	0	0.0
			1)	nos	0	0	0.0
				1)	nos_	156	701	5.818992E-4
			2)	nov	0	0	0.0
				1)	nova	637	293	2.4321892E-4
				2)	novo	864	229	1.900926E-4
			3)	nom	0	0	0.0
				1)	nome	751	258	2.1416547E-4
		7)	na	0	0	0.0
			1)	nas	0	0	0.0
				1)	nas_	179	634	5.262826E-4
			2)	nal	0	0	0.0
				1)	nal_	250	518	4.2999114E-4
				2)	nali	954	207	1.7183044E-4
			3)	nai	0	0	0.0
				1)	nais	415	388	3.220783E-4
			4)	nac	0	0	0.0
				1)	naci	425	383	3.179278E-4
			5)	nan	0	0	0.0
				1)	nanc	565	322	2.672918E-4
			6)	nar	0	0	0.0
				1)	nar_	846	235	1.950732E-4
			7)	nad	0	0	0.0
				1)	nado	983	202	1.6767994E-4
		8)	ne	0	0	0.0
			1)	nec	0	0	0.0
				1)	nece	218	567	4.7066598E-4
		9)	nv	0	0	0.0
			1)	nvo	0	0	0.0
				1)	nvol	266	502	4.1670955E-4
		10)	nç	0	0	0.0
			1)	nça	0	0	0.0
				1)	nça_	332	447	3.7105414E-4
			2)	nçã	0	0	0.0
				1)	nção	483	356	2.9551514E-4
		11)	ns	0	0	0.0
			1)	nst	0	0	0.0
				1)	nsti	353	434	3.6026284E-4
				2)	nstr	496	352	2.9219475E-4
			2)	nsi	0	0	0.0
				1)	nsid	405	398	3.303793E-4
			3)	nso	0	0	0.0
				1)	nso_	852	232	1.925829E-4
			4)	nsa	0	0	0.0
				1)	nsab	937	211	1.7515082E-4
		12)	ni	0	0	0.0
			1)	nic	0	0	0.0
				1)	nici	355	432	3.5860264E-4
				2)	nica	837	238	1.975635E-4
			2)	nit	0	0	0.0
				1)	nitá	713	273	2.2661695E-4
			3)	nid	0	0	0.0
				1)	nida	899	221	1.8345182E-4
		13)	ní	0	0	0.0
			1)	nív	0	0	0.0
				1)	níve	580	314	2.60651E-4
		14)	nó	0	0	0.0
			1)	nóm	0	0	0.0
				1)	nómi	673	283	2.3491794E-4
			2)	nós	0	0	0.0
				1)	nós_	867	228	1.892625E-4
		15)	nf	0	0	0.0
			1)	nfo	0	0	0.0
				1)	nfor	958	206	1.7100034E-4
	5)	_	0	0	0.0
		1)	_c	0	0	0.0
			1)	_co	0	0	0.0
				1)	_con	5	4932	0.004094047
				2)	_com	26	1688	0.0014012066
				3)	_col	210	578	4.7979705E-4
				4)	_cor	728	267	2.2163635E-4
				5)	_coo	972	204	1.6934014E-4
			2)	_cr	0	0	0.0
				1)	_cri	335	445	3.6939394E-4
			3)	_ca	0	0	0.0
				1)	_car	384	411	3.4117058E-4
				2)	_cas	512	347	2.8804425E-4
			4)	_ci	0	0	0.0
				1)	_cid	562	324	2.68952E-4
			5)	_cl	0	0	0.0
				1)	_cla	624	299	2.481995E-4
		2)	_p	0	0	0.0
			1)	_pr	0	0	0.0
				1)	_pro	7	3439	0.0028547095
				2)	_pre	27	1656	0.0013746435
				3)	_pri	117	851	7.06414E-4
				4)	_pró	377	416	3.4532105E-4
			2)	_pe	0	0	0.0
				1)	_per	50	1235	0.001025172
				2)	_pen	380	413	3.4283078E-4
				3)	_pes	572	319	2.648015E-4
			3)	_pa	0	0	0.0
				1)	_par	53	1204	9.994388E-4
				2)	_paí	340	443	3.6773374E-4
				3)	_pas	575	317	2.631413E-4
			4)	_po	0	0	0.0
				1)	_pos	60	1151	9.554436E-4
				2)	_pol	109	891	7.39618E-4
				3)	_pod	141	750	6.2257407E-4
				4)	_por	339	443	3.6773374E-4
				5)	_pon	387	408	3.386803E-4
				6)	_poi	900	221	1.8345182E-4
		3)	_n	0	0	0.0
			1)	_nã	0	0	0.0
				1)	_não	14	2616	0.0021715383
			2)	_ne	0	0	0.0
				1)	_nec	247	521	4.3248144E-4
			3)	_no	0	0	0.0
				1)	_nov	288	485	4.0259789E-4
				2)	_nom	734	263	2.1831597E-4
			4)	_ní	0	0	0.0
				1)	_nív	669	285	2.3657814E-4
			5)	_na	0	0	0.0
				1)	_nac	861	230	1.909227E-4
			6)	_nó	0	0	0.0
				1)	_nós	871	228	1.892625E-4
		4)	_s	0	0	0.0
			1)	_se	0	0	0.0
				1)	_sen	20	1901	0.0015780176
				2)	_ser	138	758	6.292148E-4
				3)	_seg	154	705	5.852196E-4
				4)	_sej	325	453	3.7603473E-4
				5)	_sem	761	257	2.1333537E-4
				6)	_sec	963	205	1.7017024E-4
			2)	_sã	0	0	0.0
				1)	_são	300	476	3.95127E-4
			3)	_so	0	0	0.0
				1)	_soc	429	383	3.179278E-4
				2)	_sob	760	257	2.1333537E-4
				3)	_sol	816	242	2.008839E-4
			4)	_su	0	0	0.0
				1)	_sub	603	306	2.540102E-4
			5)	_si	0	0	0.0
				1)	_sit	701	277	2.2993734E-4
				2)	_sim	786	248	2.0586447E-4
			6)	_só	0	0	0.0
				1)	_só_	851	233	1.93413E-4
		5)	_e	0	0	0.0
			1)	_es	0	0	0.0
				1)	_est	28	1608	0.0013347988
				2)	_esp	144	746	6.1925367E-4
				3)	_esc	951	209	1.7349063E-4
			2)	_eu	0	0	0.0
				1)	_eur	185	629	5.221321E-4
			3)	_ex	0	0	0.0
				1)	_exi	286	486	4.0342798E-4
				2)	_exp	432	382	3.170977E-4
				3)	_exe	447	372	3.0879673E-4
				4)	_exc	856	231	1.917528E-4
				5)	_ext	906	219	1.8179162E-4
			4)	_en	0	0	0.0
				1)	_ent	290	485	4.0259789E-4
				2)	_enc	524	340	2.8223355E-4
			5)	_em	0	0	0.0
				1)	_emp	302	475	3.942969E-4
			6)	_ec	0	0	0.0
				1)	_eco	359	429	3.5611234E-4
			7)	_ef	0	0	0.0
				1)	_efe	600	308	2.556704E-4
			8)	_el	0	0	0.0
				1)	_ele	664	287	2.3823832E-4
		6)	_r	0	0	0.0
			1)	_re	0	0	0.0
				1)	_res	33	1504	0.0012484684
				2)	_rel	36	1471	0.0012210752
				3)	_reg	100	925	7.678413E-4
				4)	_ref	102	913	7.578801E-4
				5)	_rec	123	819	6.7985087E-4
				6)	_rea	391	407	3.378502E-4
				7)	_rep	540	334	2.7725298E-4
		7)	_t	0	0	0.0
			1)	_tr	0	0	0.0
				1)	_tra	38	1447	0.0012011528
			2)	_te	0	0	0.0
				1)	_ter	61	1131	9.3884167E-4
				2)	_tem	75	1074	8.91526E-4
				3)	_ten	285	486	4.0342798E-4
			3)	_ta	0	0	0.0
				1)	_tam	103	912	7.5705E-4
			4)	_to	0	0	0.0
				1)	_tom	767	256	2.1250527E-4
				2)	_tor	986	201	1.6684984E-4
		8)	_d	0	0	0.0
			1)	_de	0	0	0.0
				1)	_des	43	1415	0.0011745897
				2)	_dev	72	1087	9.023173E-4
				3)	_dep	155	705	5.852196E-4
				4)	_dec	235	538	4.465931E-4
				5)	_deb	433	382	3.170977E-4
				6)	_dem	488	354	2.9385494E-4
				7)	_def	547	329	2.731025E-4
			2)	_di	0	0	0.0
				1)	_dir	142	749	6.2174397E-4
				2)	_dis	147	728	6.043119E-4
				3)	_diz	403	400	3.320395E-4
				4)	_dif	607	305	2.531801E-4
				5)	_dia	783	249	2.0669457E-4
			3)	_da	0	0	0.0
				1)	_dar	912	217	1.8013142E-4
		9)	_i	0	0	0.0
			1)	_in	0	0	0.0
				1)	_int	52	1216	0.0010094
				2)	_ins	212	574	4.7647665E-4
				3)	_ini	366	426	3.5362205E-4
				4)	_inc	449	370	3.0713654E-4
				5)	_ind	477	358	2.9717534E-4
				6)	_inf	550	327	2.714423E-4
			2)	_im	0	0	0.0
				1)	_imp	79	1051	8.7243377E-4
		10)	_f	0	0	0.0
			1)	_fo	0	0	0.0
				1)	_for	68	1100	9.131086E-4
				2)	_foi	313	463	3.843357E-4
			2)	_fi	0	0	0.0
				1)	_fin	261	505	4.1919985E-4
			3)	_fa	0	0	0.0
				1)	_fac	262	505	4.1919985E-4
				2)	_faz	269	497	4.1255905E-4
				3)	_fal	738	262	2.1748587E-4
			4)	_fu	0	0	0.0
				1)	_fun	289	485	4.0259789E-4
		11)	_q	0	0	0.0
			1)	_qu	0	0	0.0
				1)	_que	81	1044	8.666231E-4
				2)	_qua	379	413	3.4283078E-4
		12)	_a	0	0	0.0
			1)	_as	0	0	0.0
				1)	_ass	84	1013	8.4089E-4
			2)	_ap	0	0	0.0
				1)	_apr	121	822	6.8234117E-4
				2)	_ape	385	409	3.3951038E-4
				3)	_apl	441	378	3.137773E-4
				4)	_apo	470	362	3.0049574E-4
			3)	_al	0	0	0.0
				1)	_alt	278	491	4.0757848E-4
				2)	_ali	762	257	2.1333537E-4
				3)	_ala	916	216	1.7930132E-4
			4)	_ac	0	0	0.0
				1)	_aco	310	465	3.859959E-4
				2)	_act	315	460	3.818454E-4
				3)	_ace	608	305	2.531801E-4
			5)	_ai	0	0	0.0
				1)	_ain	461	366	3.0381614E-4
			6)	_an	0	0	0.0
				1)	_ano	464	365	3.0298604E-4
				2)	_ant	923	214	1.7764112E-4
			7)	_au	0	0	0.0
				1)	_aut	513	347	2.8804425E-4
			8)	_ag	0	0	0.0
				1)	_agr	625	299	2.481995E-4
				2)	_ago	964	205	1.7017024E-4
			9)	_am	0	0	0.0
				1)	_amb	678	282	2.3408784E-4
			10)	_at	0	0	0.0
				1)	_atr	684	281	2.3325774E-4
				2)	_ate	988	200	1.6601974E-4
		13)	_v	0	0	0.0
			1)	_ve	0	0	0.0
				1)	_ver	207	583	4.8394754E-4
				2)	_vez	421	385	3.19588E-4
			2)	_vi	0	0	0.0
				1)	_vis	397	403	3.345298E-4
			3)	_vo	0	0	0.0
				1)	_vot	809	243	2.0171399E-4
		14)	_o	0	0	0.0
			1)	_ou	0	0	0.0
				1)	_out	249	519	4.3082124E-4
			2)	_ob	0	0	0.0
				1)	_obj	439	380	3.154375E-4
			3)	_or	0	0	0.0
				1)	_ori	915	216	1.7930132E-4
		15)	_g	0	0	0.0
			1)	_gr	0	0	0.0
				1)	_gra	282	489	4.0591828E-4
				2)	_gru	768	256	2.1250527E-4
			2)	_go	0	0	0.0
				1)	_gos	327	452	3.7520463E-4
		16)	_j	0	0	0.0
			1)	_já	0	0	0.0
				1)	_já_	284	488	4.0508818E-4
		17)	_à	0	0	0.0
			1)	_às	0	0	0.0
				1)	_às_	365	426	3.5362205E-4
		18)	_h	0	0	0.0
			1)	_há	0	0	0.0
				1)	_há_	400	401	3.328696E-4
			2)	_ho	0	0	0.0
				1)	_hoj	810	243	2.0171399E-4
		19)	_m	0	0	0.0
			1)	_me	0	0	0.0
				1)	_mer	467	363	3.0132584E-4
				2)	_med	527	339	2.8140345E-4
				3)	_mel	683	281	2.3325774E-4
				4)	_mes	819	241	2.000538E-4
			2)	_ma	0	0	0.0
				1)	_man	469	362	3.0049574E-4
				2)	_mai	592	311	2.581607E-4
				3)	_mat	640	293	2.4321892E-4
		20)	_b	0	0	0.0
			1)	_be	0	0	0.0
				1)	_bem	621	301	2.498597E-4
			2)	_ba	0	0	0.0
				1)	_bas	787	248	2.0586447E-4
		21)	_l	0	0	0.0
			1)	_le	0	0	0.0
				1)	_leg	646	291	2.4155872E-4
			2)	_lu	0	0	0.0
				1)	_lug	663	287	2.3823832E-4
		22)	_ú	0	0	0.0
			1)	_úl	0	0	0.0
				1)	_últ	850	234	1.942431E-4
	6)	a	0	0	0.0
		1)	aç	0	0	0.0
			1)	açã	0	0	0.0
				1)	ação	6	4060	0.0033702007
			2)	açõ	0	0	0.0
				1)	açõe	67	1105	9.172591E-4
		2)	am	0	0	0.0
			1)	ame	0	0	0.0
				1)	amen	8	3156	0.0026197915
			2)	amb	0	0	0.0
				1)	ambé	107	908	7.5372966E-4
				2)	ambi	716	273	2.2661695E-4
			3)	amo	0	0	0.0
				1)	amos	135	767	6.366857E-4
			4)	ama	0	0	0.0
				1)	ama_	481	357	2.9634524E-4
		3)	ad	0	0	0.0
			1)	ado	0	0	0.0
				1)	ado_	17	2154	0.0017880326
				2)	ados	63	1125	9.3386107E-4
				3)	ador	360	428	3.5528225E-4
			2)	ade	0	0	0.0
				1)	ade_	18	2038	0.0016917412
				2)	ades	170	648	5.37904E-4
			3)	ada	0	0	0.0
				1)	ada_	55	1178	9.778563E-4
				2)	adas	146	735	6.101226E-4
				3)	adam	935	212	1.7598092E-4
			4)	adã	0	0	0.0
				1)	adão	745	259	2.1499557E-4
		4)	ai	0	0	0.0
			1)	ais	0	0	0.0
				1)	ais_	42	1424	0.0011820606
			2)	ain	0	0	0.0
				1)	aind	456	368	3.0547634E-4
			3)	aio	0	0	0.0
				1)	aior	667	286	2.3740824E-4
		5)	an	0	0	0.0
			1)	ant	0	0	0.0
				1)	ante	49	1240	0.0010293224
				2)	anto	373	422	3.5030165E-4
				3)	anti	715	273	2.2661695E-4
			2)	anç	0	0	0.0
				1)	ança	215	570	4.7315628E-4
			3)	and	0	0	0.0
				1)	ando	417	387	3.212482E-4
				2)	ande	472	359	2.9800544E-4
			4)	ano	0	0	0.0
				1)	anos	455	368	3.0547634E-4
				2)	ano_	771	253	2.1001497E-4
			5)	anc	0	0	0.0
				1)	ance	674	283	2.3491794E-4
			6)	ans	0	0	0.0
				1)	ansp	870	228	1.892625E-4
		6)	at	0	0	0.0
			1)	ati	0	0	0.0
				1)	ativ	54	1187	9.853272E-4
			2)	ató	0	0	0.0
				1)	atór	198	612	5.080204E-4
			3)	ate	0	0	0.0
				1)	ate_	500	351	2.9136465E-4
			4)	até	0	0	0.0
				1)	atér	828	240	1.992237E-4
		7)	al	0	0	0.0
			1)	alm	0	0	0.0
				1)	alme	153	710	5.893701E-4
			2)	ali	0	0	0.0
				1)	aliz	381	412	3.4200068E-4
				2)	alid	559	325	2.697821E-4
			3)	alt	0	0	0.0
				1)	alte	420	385	3.19588E-4
			4)	alh	0	0	0.0
				1)	alho	509	348	2.8887435E-4
			5)	ala	0	0	0.0
				1)	alar	561	324	2.68952E-4
		8)	ar	0	0	0.0
			1)	art	0	0	0.0
				1)	arti	182	631	5.237923E-4
				2)	arte	503	350	2.9053455E-4
			2)	ari	0	0	0.0
				1)	aria	184	630	5.229622E-4
			3)	ara	0	0	0.0
				1)	aram	558	325	2.697821E-4
			4)	are	0	0	0.0
				1)	arec	727	267	2.2163635E-4
				2)	arem	844	236	1.959033E-4
			5)	arg	0	0	0.0
				1)	arga	785	248	2.0586447E-4
		9)	ap	0	0	0.0
			1)	apr	0	0	0.0
				1)	apre	252	517	4.2916104E-4
				2)	apro	605	305	2.531801E-4
			2)	apl	0	0	0.0
				1)	apli	494	353	2.9302484E-4
			3)	apo	0	0	0.0
				1)	apoi	571	319	2.648015E-4
			4)	ape	0	0	0.0
				1)	apen	630	297	2.465393E-4
		10)	ac	0	0	0.0
			1)	act	0	0	0.0
				1)	acto	258	508	4.2169014E-4
				2)	actu	790	247	2.0503438E-4
			2)	aci	0	0	0.0
				1)	acio	294	479	3.976173E-4
			3)	aco	0	0	0.0
				1)	acor	791	247	2.0503438E-4
		11)	ab	0	0	0.0
			1)	aba	0	0	0.0
				1)	abal	268	498	4.1338915E-4
			2)	abo	0	0	0.0
				1)	abor	573	318	2.639714E-4
			3)	abi	0	0	0.0
				1)	abil	606	305	2.531801E-4
		12)	as	0	0	0.0
			1)	ase	0	0	0.0
				1)	ase_	277	492	4.0840858E-4
			2)	ass	0	0	0.0
				1)	assi	329	449	3.7271433E-4
				2)	asse	476	358	2.9717534E-4
				3)	assa	622	300	2.490296E-4
				4)	assu	815	242	2.008839E-4
			3)	aso	0	0	0.0
				1)	aso_	725	268	2.2246645E-4
		13)	az	0	0	0.0
			1)	aze	0	0	0.0
				1)	azer	487	354	2.9385494E-4
		14)	au	0	0	0.0
			1)	aut	0	0	0.0
				1)	auto	557	325	2.697821E-4
		15)	aí	0	0	0.0
			1)	aís	0	0	0.0
				1)	aíse	618	302	2.506898E-4
		16)	ag	0	0	0.0
			1)	age	0	0	0.0
				1)	agem	914	216	1.7930132E-4
			2)	agr	0	0	0.0
				1)	agra	961	205	1.7017024E-4
			3)	ago	0	0	0.0
				1)	agor	962	205	1.7017024E-4
		17)	av	0	0	0.0
			1)	avo	0	0	0.0
				1)	avor	921	215	1.7847122E-4
	7)	õ	0	0	0.0
		1)	õe	0	0	0.0
			1)	ões	0	0	0.0
				1)	ões_	10	2812	0.0023342376
	8)	d	0	0	0.0
		1)	da	0	0	0.0
			1)	dad	0	0	0.0
				1)	dade	12	2660	0.0022080627
				2)	dadã	724	268	2.2246645E-4
			2)	das	0	0	0.0
				1)	das_	45	1328	0.0011023711
			3)	dam	0	0	0.0
				1)	dame	248	520	4.3165134E-4
			4)	dar	0	0	0.0
				1)	dar_	395	404	3.353599E-4
		2)	do	0	0	0.0
			1)	dos	0	0	0.0
				1)	dos_	31	1571	0.0013040851
			2)	dor	0	0	0.0
				1)	dore	714	273	2.2661695E-4
		3)	de	0	0	0.0
			1)	dev	0	0	0.0
				1)	deve	110	890	7.387879E-4
			2)	des	0	0	0.0
				1)	dese	130	783	6.499673E-4
				2)	des_	140	754	6.258944E-4
			3)	dep	0	0	0.0
				1)	depu	197	615	5.105107E-4
			4)	dec	0	0	0.0
				1)	deci	427	383	3.179278E-4
			5)	den	0	0	0.0
				1)	dent	431	382	3.170977E-4
			6)	deb	0	0	0.0
				1)	deba	459	367	3.0464624E-4
			7)	dem	0	0	0.0
				1)	dem_	498	352	2.9219475E-4
				2)	demo	511	347	2.8804425E-4
			8)	der	0	0	0.0
