Portuguese	3	827452	989
			1)	nic	274	814	6.757004E-4
			2)	nit	740	306	2.540102E-4
			3)	nif	836	258	2.1416547E-4
			4)	nid	874	243	2.0171399E-4
			5)	nio	916	228	1.892625E-4
			6)	nis	953	213	1.7681102E-4
		9)	no	0	0	0.0
			1)	nos	317	730	6.059721E-4
			2)	nov	416	575	4.7730675E-4
			3)	no_	426	569	4.7232618E-4
			4)	nom	577	408	3.386803E-4
			5)	nor	727	313	2.598209E-4
		10)	nç	0	0	0.0
			1)	nça	357	650	5.395642E-4
			2)	nçã	649	356	2.9551514E-4
		11)	ne	0	0	0.0
			1)	nec	421	573	4.7564655E-4
		12)	nv	0	0	0.0
			1)	nvo	460	533	4.4244263E-4
			2)	nve	797	277	2.2993734E-4
		13)	ní	0	0	0.0
			1)	nív	726	314	2.60651E-4
		14)	nó	0	0	0.0
			1)	nóm	763	291	2.4155872E-4
			2)	nós	912	230	1.909227E-4
		15)	nu	0	0	0.0
			1)	nua	877	242	2.008839E-4
		16)	nq	0	0	0.0
			1)	nqu	967	208	1.7266053E-4
		17)	nf	0	0	0.0
			1)	nfo	968	208	1.7266053E-4
	5)	_	0	0	0.0
		1)	_c	0	0	0.0
			1)	_co	5	8011	0.0066499207
			2)	_ca	116	1526	0.0012667306
			3)	_cr	321	724	6.009915E-4
			4)	_ci	332	696	5.777487E-4
			5)	_cu	515	457	3.793551E-4
			6)	_cl	682	338	2.8057335E-4
			7)	_ce	724	315	2.614811E-4
			8)	_ch	762	292	2.4238882E-4
		2)	_r	0	0	0.0
			1)	_re	7	7249	0.0060173855
			2)	_ra	653	356	2.9551514E-4
			3)	_ri	949	215	1.7847122E-4
		3)	_p	0	0	0.0
			1)	_pr	9	6681	0.0055458895
			2)	_po	21	4123	0.003422497
			3)	_pa	54	2493	0.002069436
			4)	_pe	58	2318	0.0019241688
			5)	_pl	900	234	1.942431E-4
		4)	_d	0	0	0.0
			1)	_de	15	5392	0.004475892
			2)	_di	38	2978	0.002472034
			3)	_do	455	540	4.482533E-4
			4)	_da	471	514	4.2667074E-4
		5)	_s	0	0	0.0
			1)	_se	19	4589	0.003809323
			2)	_si	180	1157	9.604242E-4
			3)	_so	205	1007	8.359094E-4
			4)	_su	270	824	6.8400137E-4
			5)	_sã	505	477	3.959571E-4
			6)	_sa	547	431	3.5777254E-4
			7)	_só	850	253	2.1001497E-4
		6)	_i	0	0	0.0
			1)	_in	25	3758	0.003119511
			2)	_im	170	1192	9.894776E-4
			3)	_ir	911	231	1.917528E-4
			4)	_ig	914	229	1.900926E-4
		7)	_t	0	0	0.0
			1)	_te	40	2944	0.0024438107
			2)	_tr	97	1718	0.0014261096
			3)	_ta	174	1176	9.761961E-4
			4)	_to	325	714	5.926905E-4
			5)	_ti	638	367	3.0464624E-4
		8)	_e	0	0	0.0
			1)	_es	41	2870	0.0023823832
			2)	_ex	83	1814	0.0015057991
			3)	_en	135	1363	0.0011314246
			4)	_em	337	687	5.702778E-4
			5)	_eu	368	632	5.246224E-4
			6)	_ef	507	473	3.926367E-4
			7)	_el	511	470	3.901464E-4
			8)	_ec	548	431	3.5777254E-4
			9)	_ev	791	280	2.3242764E-4
		9)	_n	0	0	0.0
			1)	_nã	50	2616	0.0021715383
			2)	_no	198	1031	8.558318E-4
			3)	_ne	291	784	6.507974E-4
			4)	_na	459	535	4.441028E-4
			5)	_ní	770	289	2.3989852E-4
			6)	_nó	913	229	1.900926E-4
		10)	_é	0	0	0.0
			1)	_é_	52	2529	0.0020993196
		11)	_a	0	0	0.0
			1)	_ap	68	2105	0.0017473578
			2)	_ac	88	1766	0.0014659544
			3)	_al	142	1325	0.0010998808
			4)	_as	153	1260	0.0010459244
			5)	_an	220	961	7.977249E-4
			6)	_au	273	817	6.7819067E-4
			7)	_at	279	798	6.624188E-4
			8)	_ag	354	658	5.46205E-4
			9)	_ad	402	592	4.9141847E-4
			10)	_am	512	470	3.901464E-4
			11)	_ab	518	456	3.78525E-4
			12)	_ai	640	366	3.0381614E-4
			13)	_ar	680	339	2.8140345E-4
			14)	_af	752	299	2.481995E-4
		12)	_f	0	0	0.0
			1)	_fa	94	1733	0.0014385611
			2)	_fo	100	1688	0.0014012066
			3)	_fi	199	1030	8.550017E-4
			4)	_fu	320	724	6.009915E-4
			5)	_fr	604	393	3.262288E-4
			6)	_fe	739	307	2.548403E-4
		13)	_q	0	0	0.0
			1)	_qu	108	1621	0.00134559
		14)	_m	0	0	0.0
			1)	_me	109	1618	0.0013430997
			2)	_ma	158	1246	0.001034303
			3)	_mo	302	758	6.292148E-4
			4)	_mu	568	414	3.4366088E-4
			5)	_mi	645	360	2.9883554E-4
		15)	_à	0	0	0.0
			1)	_à_	112	1568	0.0013015948
			2)	_às	554	426	3.5362205E-4
		16)	_v	0	0	0.0
			1)	_ve	149	1285	0.0010666768
			2)	_vi	214	989	8.209676E-4
			3)	_vo	419	574	4.7647665E-4
		17)	_o	0	0	0.0
			1)	_ob	287	793	6.582683E-4
			2)	_or	305	755	6.267245E-4
			3)	_ou	389	609	5.055301E-4
			4)	_op	560	420	3.4864145E-4
		18)	_g	0	0	0.0
			1)	_gr	299	765	6.350255E-4
			2)	_go	388	616	5.113408E-4
			3)	_ge	699	327	2.714423E-4
			4)	_ga	886	239	1.983936E-4
		19)	_l	0	0	0.0
			1)	_le	375	625	5.188117E-4
			2)	_li	411	583	4.8394754E-4
			3)	_lu	603	393	3.262288E-4
			4)	_lo	676	342	2.8389375E-4
			5)	_la	705	324	2.68952E-4
		20)	_j	0	0	0.0
			1)	_ju	450	543	4.507436E-4
			2)	_já	495	488	4.0508818E-4
		21)	_h	0	0	0.0
			1)	_ho	543	434	3.6026284E-4
			2)	_há	581	407	3.378502E-4
			3)	_ha	807	273	2.2661695E-4
		22)	_b	0	0	0.0
			1)	_be	569	413	3.4283078E-4
			2)	_ba	642	365	3.0298604E-4
			3)	_bo	931	220	1.8262172E-4
		23)	_ú	0	0	0.0
			1)	_úl	899	234	1.942431E-4
		24)	_u	0	0	0.0
			1)	_ut	989	200	1.6601974E-4
	6)	a	0	0	0.0
		1)	as	0	0	0.0
			1)	as_	6	7579	0.006291318
			2)	ass	120	1506	0.0012501286
			3)	ase	432	562	4.6651548E-4
			4)	aso	662	352	2.9219475E-4
			5)	asp	987	201	1.6684984E-4
		2)	ar	0	0	0.0
			1)	ar_	16	5230	0.004341416
			2)	art	185	1128	9.3635137E-4
			3)	ara	228	923	7.661811E-4
			4)	are	248	877	7.279966E-4
			5)	ari	269	825	6.8483147E-4
			6)	arg	626	374	3.1045693E-4
			7)	arm	681	338	2.8057335E-4
			8)	aro	880	242	2.008839E-4
			9)	ará	898	234	1.942431E-4
		3)	aç	0	0	0.0
			1)	açã	22	4060	0.0033702007
			2)	açõ	186	1105	9.172591E-4
		4)	ad	0	0	0.0
			1)	ado	24	3850	0.00319588
			2)	ade	35	3103	0.0025757963
			3)	ada	66	2175	0.0018054647
			4)	adã	815	268	2.2246645E-4
			5)	adi	981	203	1.6851004E-4
		5)	am	0	0	0.0
			1)	ame	32	3262	0.002707782
			2)	am_	80	1839	0.0015265516
			3)	amb	169	1196	9.92798E-4
			4)	amo	266	827	6.8649166E-4
			5)	ama	301	764	6.341954E-4
		6)	al	0	0	0.0
			1)	al_	65	2179	0.0018087851
			2)	ali	133	1423	0.0011812304
			3)	alm	323	721	5.985012E-4
			4)	alt	400	594	4.930786E-4
			5)	ala	427	566	4.6983588E-4
			6)	alh	449	543	4.507436E-4
		7)	an	0	0	0.0
			1)	ant	69	2074	0.0017216248
			2)	and	254	864	7.172053E-4
			3)	ano	366	637	5.287729E-4
			4)	anç	379	624	5.179816E-4
			5)	anc	487	499	4.1421925E-4
			6)	ans	509	472	3.918066E-4
			7)	ani	524	452	3.7520463E-4
			8)	ana	769	289	2.3989852E-4
			9)	anh	894	235	1.950732E-4
		8)	at	0	0	0.0
			1)	ati	123	1493	0.0012393374
			2)	ate	308	752	6.242342E-4
			3)	ata	367	633	5.254525E-4
			4)	ató	380	623	5.171515E-4
			5)	até	437	559	4.640252E-4
			6)	atr	639	366	3.0381614E-4
			7)	ato	665	351	2.9136465E-4
			8)	atu	743	306	2.540102E-4
		9)	ai	0	0	0.0
			1)	ais	129	1469	0.001219415
			2)	ain	606	392	3.253987E-4
			3)	aio	766	290	2.4072862E-4
		10)	ac	0	0	0.0
			1)	act	211	994	8.251181E-4
			2)	aci	282	796	6.607586E-4
			3)	aco	444	550	4.565543E-4
			4)	ace	546	432	3.5860264E-4
			5)	acç	832	259	2.1499557E-4
		11)	ap	0	0	0.0
			1)	apr	264	830	6.889819E-4
			2)	ape	435	560	4.648553E-4
			3)	apl	620	379	3.146074E-4
			4)	apo	634	369	3.0630644E-4
			5)	apa	919	225	1.8677222E-4
		12)	ab	0	0	0.0
			1)	aba	381	623	5.171515E-4
			2)	abi	616	383	3.179278E-4
			3)	abo	635	369	3.0630644E-4
			4)	abe	751	299	2.481995E-4
		13)	aí	0	0	0.0
			1)	aís	527	447	3.7105414E-4
		14)	az	0	0	0.0
			1)	aze	529	446	3.7022404E-4
			2)	az_	844	255	2.1167517E-4
		15)	au	0	0	0.0
			1)	aut	656	354	2.9385494E-4
			2)	aus	776	287	2.3823832E-4
		16)	av	0	0	0.0
			1)	ave	674	344	2.8555395E-4
			2)	ava	710	321	2.664617E-4
			3)	avo	928	221	1.8345182E-4
			4)	avi	971	207	1.7183044E-4
		17)	ag	0	0	0.0
			1)	agr	684	337	2.7974325E-4
			2)	age	694	330	2.739326E-4
			3)	ago	907	232	1.925829E-4
		18)	af	0	0	0.0
			1)	afi	845	255	2.1167517E-4
	7)	m	0	0	0.0
		1)	me	0	0	0.0
			1)	men	10	6550	0.0054371464
			2)	mer	392	604	5.013796E-4
			3)	me_	396	598	4.96399E-4
			4)	mei	491	495	4.1089885E-4
			5)	med	602	393	3.262288E-4
			6)	mes	685	336	2.7891315E-4
			7)	mel	695	328	2.722724E-4
		2)	mo	0	0	0.0
			1)	mos	39	2948	0.002447131
			2)	mo_	528	446	3.7022404E-4
			3)	mon	758	294	2.4404902E-4
		3)	ma	0	0	0.0
			1)	ma_	102	1678	0.0013929056
			2)	mas	256	855	7.097344E-4
			3)	man	351	661	5.486953E-4
			4)	mar	473	512	4.2501054E-4
			5)	mai	621	378	3.137773E-4
			6)	mat	679	339	2.8140345E-4
			7)	maç	778	285	2.3657814E-4
			8)	mad	891	236	1.959033E-4
		4)	mp	0	0	0.0
			1)	mpr	206	1005	8.342492E-4
			2)	mpo	207	1002	8.317589E-4
			3)	mpl	399	595	4.939087E-4
			4)	mpe	578	407	3.378502E-4
		5)	mb	0	0	0.0
			1)	mbé	235	908	7.5372966E-4
			2)	mbi	481	507	4.2086004E-4
		6)	mu	0	0	0.0
			1)	mun	342	677	5.619768E-4
			2)	mul	878	242	2.008839E-4
		7)	mi	0	0	0.0
			1)	min	363	644	5.345836E-4
			2)	mit	470	514	4.2667074E-4
			3)	mis	667	349	2.8970445E-4
			4)	mic	678	339	2.8140345E-4
			5)	mil	920	223	1.8511202E-4
		8)	mí	0	0	0.0
			1)	mín	962	210	1.7432072E-4
	8)	t	0	0	0.0
		1)	te	0	0	0.0
			1)	te_	11	6287	0.0052188304
			2)	ter	36	3059	0.002539272
			3)	tem	81	1832	0.0015207408
			4)	ten	130	1459	0.001211114
			5)	tes	167	1214	0.0010077398
			6)	tec	670	349	2.8970445E-4
			7)	tei	942	216	1.7930132E-4
			8)	teg	966	208	1.7266053E-4
		2)	to	0	0	0.0
			1)	to_	14	5397	0.004480043
			2)	tos	89	1755	0.0014568232
			3)	tor	194	1057	8.7741436E-4
			4)	tom	586	404	3.353599E-4
			5)	tou	714	318	2.639714E-4
		3)	tr	0	0	0.0
			1)	tra	44	2811	0.0023334075
			2)	tro	193	1061	8.8073476E-4
			3)	tri	374	625	5.188117E-4
			4)	tru	536	439	3.6441334E-4
			5)	tre	728	312	2.589908E-4
		4)	ti	0	0	0.0
			1)	tiv	46	2760	0.0022910724
			2)	tic	96	1720	0.0014277698
			3)	tid	376	624	5.179816E-4
			4)	tit	433	560	4.648553E-4
			5)	tin	447	545	4.524038E-4
			6)	tir	448	543	4.507436E-4
			7)	tim	484	502	4.1670955E-4
			8)	til	736	309	2.565005E-4
			9)	tig	820	264	2.1914607E-4
		5)	ta	0	0	0.0
			1)	ta_	61	2261	0.0018768532
			2)	tar	70	2066	0.001714984
			3)	tam	101	1680	0.0013945658
			4)	tad	114	1541	0.0012791822
			5)	tan	190	1088	9.031474E-4
			6)	tas	258	852	7.072441E-4
			7)	taç	316	730	6.059721E-4
			8)	tal	446	547	4.54064E-4
			9)	tat	821	264	2.1914607E-4
			10)	tai	853	251	2.0835477E-4
			11)	tab	977	204	1.6934014E-4
		6)	tu	0	0	0.0
			1)	tur	212	992	8.234579E-4
			2)	tua	358	648	5.37904E-4
			3)	tui	659	352	2.9219475E-4
			4)	tud	689	332	2.7559279E-4
		7)	tã	0	0	0.0
			1)	tão	243	890	7.387879E-4
		8)	tó	0	0	0.0
			1)	tór	293	775	6.433265E-4
		9)	tá	0	0	0.0
			1)	tár	601	394	3.270589E-4
			2)	tá_	658	352	2.9219475E-4
		10)	té	0	0	0.0
			1)	tér	760	292	2.4238882E-4
			2)	té_	969	207	1.7183044E-4
		11)	tâ	0	0	0.0
			1)	tân	857	249	2.0669457E-4
	9)	ç	0	0	0.0
		1)	çã	0	0	0.0
			1)	ção	12	6062	0.0050320583
		2)	çõ	0	0	0.0
			1)	çõe	77	1857	0.0015414933
		3)	ça	0	0	0.0
			1)	ça_	319	727	6.034818E-4
			2)	çar	975	205	1.7017024E-4
		4)	ço	0	0	0.0
			1)	ço_	654	355	2.9468504E-4
			2)	ços	771	288	2.3906842E-4
	10)	c	0	0	0.0
		1)	co	0	0	0.0
			1)	con	13	5890	0.0048892815
			2)	com	78	1850	0.0015356826
			3)	cor	184	1135	9.4216206E-4
			4)	co_	238	899	7.4625877E-4
			5)	col	298	770	6.39176E-4
			6)	cos	464	529	4.3912223E-4
			7)	coo	974	206	1.7100034E-4
		2)	ci	0	0	0.0
			1)	cia	29	3358	0.0027874715
			2)	cio	148	1285	0.0010666768
			3)	cid	277	800	6.64079E-4
			4)	cis	362	645	5.354137E-4
			5)	cie	643	362	3.0049574E-4
			6)	cip	784	282	2.3408784E-4
			7)	cim	788	281	2.3325774E-4
			8)	cit	917	228	1.892625E-4
		3)	ca	0	0	0.0
			1)	ca_	98	1715	0.0014236193
			2)	cas	210	994	8.251181E-4
			3)	car	226	924	7.670112E-4
			4)	cad	312	741	6.1510317E-4
			5)	caç	492	495	4.1089885E-4
			6)	cam	666	350	2.9053455E-4
			7)	can	755	296	2.4570923E-4
			8)	cap	986	201	1.6684984E-4
		4)	ct	0	0	0.0
			1)	cto	160	1243	0.0010318127
			2)	cti	208	1001	8.309288E-4
			3)	ctu	734	310	2.573306E-4
			4)	cta	768	289	2.3989852E-4
		5)	ce	0	0	0.0
			1)	ces	195	1054	8.7492407E-4
			2)	cer	263	834	6.923023E-4
			3)	cei	393	603	5.005495E-4
			4)	cen	526	448	3.7188423E-4
			5)	ce_	723	315	2.614811E-4
			6)	ced	789	281	2.3325774E-4
		6)	cu	0	0	0.0
			1)	cul	281	797	6.615887E-4
			2)	cur	730	311	2.581607E-4
			3)	cup	890	237	1.967334E-4
			4)	cum	897	234	1.942431E-4
			5)	cus	940	217	1.8013142E-4
		7)	cr	0	0	0.0
			1)	cri	404	590	4.8975827E-4
			2)	cre	490	496	4.1172895E-4
		8)	cl	0	0	0.0
			1)	cla	454	540	4.482533E-4
			2)	clu	551	430	3.5694244E-4
		9)	cç	0	0	0.0
			1)	cçã	706	323	2.681219E-4
		10)	cí	0	0	0.0
			1)	cíp	866	246	2.0420429E-4
	11)	d	0	0	0.0
		1)	do	0	0	0.0
			1)	do_	17	4980	0.004133892
			2)	dos	106	1636	0.0013580415
			3)	dor	457	539	4.474232E-4
		2)	da	0	0	0.0
			1)	dad	34	3187	0.0026455247
			2)	da_	55	2484	0.0020619652
			3)	das	141	1332	0.0011056915
			4)	dam	398	598	4.96399E-4
			5)	dar	438	556	4.615349E-4
		3)	de	0	0	0.0
			1)	de_	37	3006	0.0024952767
			2)	des	59	2311	0.0019183581
			3)	der	147	1289	0.0010699972
			4)	dev	188	1092	9.064678E-4
			5)	dem	271	822	6.8234117E-4
			6)	dep	292	782	6.491372E-4
			7)	dec	341	679	5.63637E-4
			8)	den	406	587	4.8726794E-4
			9)	deb	617	382	3.170977E-4
			10)	dei	625	374	3.1045693E-4
			11)	def	668	349	2.8970445E-4
		4)	di	0	0	0.0
			1)	dir	240	893	7.4127817E-4
			2)	dis	289	785	6.516275E-4
			3)	did	403	590	4.8975827E-4
			4)	dia	443	552	4.582145E-4
			5)	dic	514	462	3.835056E-4
			6)	diz	580	407	3.378502E-4
			7)	dif	585	405	3.3619E-4
			8)	dim	973	206	1.7100034E-4
		5)	dã	0	0	0.0
			1)	dão	767	289	2.3989852E-4
		6)	du	0	0	0.0
			1)	duz	869	245	2.0337419E-4
	12)	i	0	0	0.0
		1)	ia	0	0	0.0
			1)	ia_	18	4599	0.003817624
			2)	ias	201	1025	8.508512E-4
			3)	ial	304	757	6.283847E-4
			4)	iar	525	449	3.7271433E-4
			5)	iat	575	409	3.3951038E-4
			6)	iaç	648	358	2.9717534E-4
			7)	iam	675	343	2.8472385E-4
			8)	iad	693	330	2.739326E-4
			9)	iai	843	255	2.1167517E-4
		2)	id	0	0	0.0
			1)	ida	26	3742	0.0031062295
			2)	ido	138	1350	0.0011206332
			3)	ide	245	888	7.371277E-4
		3)	ic	0	0	0.0
			1)	ica	27	3481	0.0028895736
			2)	ici	178	1162	9.645747E-4
			3)	ico	187	1096	9.097882E-4
			4)	icu	801	276	2.2910725E-4
		4)	io	0	0	0.0
			1)	io_	57	2418	0.0020071787
			2)	ion	179	1161	9.637446E-4
			3)	ios	191	1080	8.965066E-4
			4)	ior	397	598	4.96399E-4
		5)	is	0	0	0.0
			1)	is_	62	2258	0.0018743629
			2)	ist	95	1732	0.001437731
			3)	iss	504	477	3.959571E-4
			4)	isa	523	452	3.7520463E-4
			5)	isp	600	396	3.287191E-4
			6)	isc	641	365	3.0298604E-4
			7)	isã	854	251	2.0835477E-4
			8)	isl	926	221	1.8345182E-4
		6)	iv	0	0	0.0
			1)	iva	85	1779	0.0014767456
			2)	ivo	224	929	7.711617E-4
			3)	ive	636	368	3.0547634E-4
			4)	ivi	779	285	2.3657814E-4
		7)	it	0	0	0.0
			1)	ito	111	1583	0.0013140462
			2)	ita	139	1345	0.0011164828
			3)	itu	261	840	6.972829E-4
			4)	iti	476	510	4.2335034E-4
			5)	itá	611	386	3.204181E-4
			6)	ite	922	222	1.8428192E-4
		8)	im	0	0	0.0
			1)	ime	118	1511	0.0012542792
			2)	imp	173	1178	9.778563E-4
			3)	ima	478	509	4.2252024E-4
			4)	im_	483	504	4.1836975E-4
			5)	imo	493	490	4.0674838E-4
			6)	imi	521	454	3.7686483E-4
		9)	in	0	0	0.0
			1)	int	124	1490	0.0012368471
