Spanish	4	38424871	7942
				1)	_dar	1202	7262	1.059784E-4
				2)	_dad	2060	3835	5.5966284E-5
				3)	_dat	2752	2499	3.6469293E-5
				4)	_dan	3072	2034	2.968329E-5
				5)	_da_	3633	1466	2.1394151E-5
				6)	_dañ	3714	1403	2.0474758E-5
				7)	_dam	6053	450	6.5670997E-6
			6)	_dí	0	0	0.0
				1)	_día	1257	6942	1.01308455E-4
			7)	_dr	0	0	0.0
				1)	_dro	4326	1015	1.4812458E-5
				2)	_dra	5191	664	9.69012E-6
				3)	_drá	7628	227	3.312737E-6
			8)	_dó	0	0	0.0
				1)	_dón	4849	784	1.1441347E-5
				2)	_dól	5858	489	7.1362483E-6
			9)	_dé	0	0	0.0
				1)	_déc	5336	617	9.004223E-6
				2)	_dé_	5337	617	9.004223E-6
				3)	_déf	5390	600	8.756133E-6
				4)	_déb	5646	538	7.851332E-6
		2)	_l	0	0	0.0
			1)	_la	0	0	0.0
				1)	_la_	2	494869	0.0072218976
				2)	_las	17	149934	0.00218807
				3)	_lar	2029	3936	5.7440233E-5
				4)	_lab	2152	3623	5.287245E-5
				5)	_lam	2384	3118	4.5502704E-5
				6)	_lad	2693	2593	3.7841088E-5
				7)	_lan	4516	920	1.342607E-5
				8)	_lag	6906	306	4.4656276E-6
			2)	_lo	0	0	0.0
				1)	_los	11	214259	0.0031268005
				2)	_lo_	79	52870	7.7156123E-4
				3)	_log	1772	4614	6.733466E-5
				4)	_loc	2787	2439	3.559368E-5
			3)	_lu	0	0	0.0
				1)	_lug	484	14765	2.1547383E-4
				2)	_luc	1512	5532	8.0731545E-5
				3)	_lue	3306	1789	2.610787E-5
				4)	_luz	4622	873	1.2740174E-5
				5)	_lun	6798	322	4.6991245E-6
			4)	_ll	0	0	0.0
				1)	_lle	577	13051	1.9046049E-4
				2)	_lla	1983	4042	5.898715E-5
			5)	_le	0	0	0.0
				1)	_leg	741	10911	1.5923027E-4
				2)	_le_	1255	6954	1.0148358E-4
				3)	_les	1610	5150	7.515681E-5
				4)	_lec	2823	2387	3.4834815E-5
				5)	_ley	3005	2131	3.1098865E-5
				6)	_len	3367	1731	2.5261443E-5
				7)	_lej	3965	1222	1.7833323E-5
				8)	_lev	5013	722	1.0536546E-5
				9)	_lee	5603	546	7.968081E-6
				10)	_let	6754	329	4.8012794E-6
				11)	_lea	6780	324	4.7283115E-6
				12)	_leí	7239	268	3.911073E-6
			6)	_li	0	0	0.0
				1)	_lib	821	10120	1.4768678E-4
				2)	_lim	1961	4094	5.9746013E-5
				3)	_lis	3216	1880	2.7435883E-5
				4)	_lig	5239	647	9.44203E-6
				5)	_lin	5432	593	8.653978E-6
				6)	_lic	5571	555	8.099423E-6
				7)	_lit	5773	508	7.413526E-6
				8)	_lid	6835	316	4.6115633E-6
				9)	_liq	7035	291	4.2467245E-6
			7)	_lí	0	0	0.0
				1)	_lín	2892	2274	3.3185745E-5
				2)	_lím	3310	1787	2.6078682E-5
				3)	_líd	5639	539	7.865926E-6
			8)	_ló	0	0	0.0
				1)	_lóg	4201	1084	1.5819413E-5
		3)	_q	0	0	0.0
			1)	_qu	0	0	0.0
				1)	_que	4	407772	0.005950843
				2)	_qui	190	28695	4.1876207E-4
				3)	_qué	963	8771	1.2800007E-4
				4)	_quí	5807	500	7.2967773E-6
		4)	_e	0	0	0.0
			1)	_en	0	0	0.0
				1)	_en_	5	324941	0.004742044
				2)	_ent	168	30596	4.465044E-4
				3)	_enm	584	12956	1.890741E-4
				4)	_enc	700	11482	1.675632E-4
				5)	_enf	1470	5697	8.313948E-5
				6)	_ene	1928	4192	6.117618E-5
				7)	_eno	2971	2177	3.1770167E-5
				8)	_env	2993	2144	3.1288582E-5
				9)	_ens	3811	1329	1.9394834E-5
				10)	_eng	5283	633	9.23772E-6
				11)	_ené	5912	478	6.9757193E-6
				12)	_end	5992	461	6.7276287E-6
				13)	_enr	6778	325	4.7429053E-6
				14)	_enu	6823	318	4.6407504E-6
			2)	_el	0	0	0.0
				1)	_el_	7	282074	0.0041164625
				2)	_ell	432	16031	2.3394928E-4
				3)	_ele	770	10610	1.5483762E-4
				4)	_ela	2356	3181	4.6422098E-5
				5)	_eli	2945	2212	3.2280943E-5
				6)	_elo	6483	374	5.4579896E-6
				7)	_elé	7288	262	3.823511E-6
				8)	_elu	7903	203	2.9624916E-6
			3)	_es	0	0	0.0
				1)	_est	12	200751	0.0029296707
				2)	_es_	41	89708	0.0013091586
				3)	_esp	183	29422	4.2937158E-4
				4)	_ese	864	9728	1.419661E-4
				5)	_eso	875	9642	1.4071105E-4
				6)	_esc	911	9383	1.3693132E-4
				7)	_esa	1116	7730	1.1280818E-4
				8)	_esf	1477	5673	8.2789236E-5
				9)	_esq	7690	220	3.210582E-6
				10)	_esl	7769	213	3.108427E-6
			4)	_eu	0	0	0.0
				1)	_eur	218	25426	3.7105574E-4
			5)	_ex	0	0	0.0
				1)	_exp	339	19077	2.7840125E-4
				2)	_exi	412	16714	2.4391667E-4
				3)	_ext	894	9501	1.3865337E-4
				4)	_exc	981	8611	1.256651E-4
				5)	_exa	1847	4396	6.415327E-5
				6)	_exh	5300	627	9.150159E-6
				7)	_exe	6005	458	6.683848E-6
				8)	_ex_	7637	226	3.2981434E-6
			6)	_em	0	0	0.0
				1)	_emp	371	18142	2.6475627E-4
				2)	_emb	755	10797	1.5756661E-4
				3)	_emi	2734	2531	3.6936286E-5
				4)	_eme	5316	623	9.091785E-6
				5)	_emo	7411	248	3.6192016E-6
			7)	_ej	0	0	0.0
				1)	_eje	513	14256	2.0804572E-4
				2)	_ejé	6124	437	6.377383E-6
			8)	_ec	0	0	0.0
				1)	_eco	559	13328	1.9450289E-4
				2)	_ech	5781	506	7.3843385E-6
			9)	_ef	0	0	0.0
				1)	_efe	1140	7590	1.1076508E-4
				2)	_efi	1659	4964	7.24424E-5
			10)	_ev	0	0	0.0
				1)	_evi	1329	6567	9.583587E-5
				2)	_eva	2320	3231	4.7151774E-5
				3)	_evo	3687	1420	2.0722848E-5
				4)	_eve	6511	369	5.3850217E-6
			11)	_eq	0	0	0.0
				1)	_equ	1546	5398	7.877601E-5
			12)	_er	0	0	0.0
				1)	_era	2170	3588	5.2361673E-5
				2)	_err	3248	1846	2.6939702E-5
			13)	_ed	0	0	0.0
				1)	_edu	2927	2234	3.2602E-5
				2)	_eda	4771	811	1.1835373E-5
				3)	_edi	5176	668	9.748494E-6
			14)	_et	0	0	0.0
				1)	_etc	4367	1001	1.4608148E-5
				2)	_eti	4517	920	1.342607E-5
				3)	_eta	5665	533	7.778364E-6
			15)	_ep	0	0	0.0
				1)	_epi	6294	406	5.9249833E-6
		5)	_c	0	0	0.0
			1)	_co	0	0	0.0
				1)	_con	8	250793	0.0036599613
				2)	_com	25	123461	0.0018017349
				3)	_col	692	11597	1.6924145E-4
				4)	_cor	796	10301	1.5032821E-4
				5)	_cos	845	9890	1.4433026E-4
				6)	_coo	943	9117	1.3304944E-4
				7)	_coh	2502	2925	4.2686148E-5
				8)	_coi	4066	1154	1.6840962E-5
				9)	_cod	4489	935	1.36449735E-5
				10)	_cob	5070	699	1.0200894E-5
				11)	_cot	5745	515	7.515681E-6
				12)	_coa	6047	451	6.581693E-6
				13)	_coc	6360	395	5.7644543E-6
				14)	_cop	6720	334	4.874247E-6
				15)	_coe	7378	252	3.6775757E-6
				16)	_cof	7691	220	3.210582E-6
			2)	_cu	0	0	0.0
				1)	_cua	186	29218	4.263945E-4
				2)	_cue	245	23590	3.4426196E-4
				3)	_cum	1442	5826	8.502205E-5
				4)	_cul	1703	4834	7.054524E-5
				5)	_cuá	2432	3044	4.442278E-5
				6)	_cuy	2537	2863	4.1781346E-5
				7)	_cur	3792	1343	1.9599143E-5
				8)	_cub	4319	1017	1.4841645E-5
				9)	_cui	4593	888	1.2959076E-5
				10)	_cuo	4666	855	1.247749E-5
			3)	_cr	0	0	0.0
				1)	_cre	202	27118	3.95748E-4
				2)	_cri	1167	7364	1.07466934E-4
				3)	_crí	2895	2272	3.3156557E-5
				4)	_cru	3808	1332	1.9438616E-5
				5)	_cré	3937	1245	1.8168976E-5
			4)	_ca	0	0	0.0
				1)	_cas	461	15286	2.2307708E-4
				2)	_car	697	11538	1.6838043E-4
				3)	_cam	714	11313	1.6509688E-4
				4)	_cap	1142	7578	1.1058996E-4
				5)	_cad	1153	7490	1.0930572E-4
				6)	_cal	1321	6590	9.617153E-5
				7)	_can	1444	5819	8.491989E-5
				8)	_cab	1529	5482	8.000187E-5
				9)	_cau	2149	3642	5.3149724E-5
				10)	_cat	2587	2769	4.040955E-5
				11)	_caí	6308	403	5.8812025E-6
				12)	_cae	6635	348	5.078557E-6
				13)	_caj	7170	274	3.998634E-6
				14)	_cac	7856	207	3.0208657E-6
			5)	_cl	0	0	0.0
				1)	_cla	571	13104	1.9123394E-4
				2)	_cli	3974	1218	1.777495E-5
				3)	_clá	4706	835	1.2185618E-5
				4)	_clo	6535	366	5.341241E-6
			6)	_ci	0	0	0.0
				1)	_cie	813	10211	1.4901478E-4
				2)	_ciu	839	9965	1.4542477E-4
				3)	_cir	2335	3209	4.6830715E-5
				4)	_civ	2676	2628	3.835186E-5
				5)	_cin	3030	2099	3.0631873E-5
				6)	_cit	3860	1297	1.892784E-5
				7)	_cif	4181	1100	1.605291E-5
				8)	_cic	6487	373	5.443396E-6
			7)	_ce	0	0	0.0
				1)	_cen	1660	4962	7.241322E-5
				2)	_cer	1713	4802	7.007825E-5
				3)	_cel	2012	3979	5.8067755E-5
				4)	_ced	6565	360	5.25368E-6
				5)	_ces	6679	341	4.976402E-6
			8)	_có	0	0	0.0
				1)	_cóm	1833	4433	6.469323E-5
				2)	_cód	5528	569	8.303733E-6
			9)	_ch	0	0	0.0
				1)	_chi	5156	676	9.865243E-6
				2)	_cho	5710	523	7.6324295E-6
				3)	_che	6105	439	6.4065707E-6
				4)	_cha	7379	252	3.6775757E-6
			10)	_cé	0	0	0.0
				1)	_cél	6359	395	5.7644543E-6
			11)	_cá	0	0	0.0
				1)	_cár	6380	392	5.7206735E-6
				2)	_cál	6833	317	4.6261566E-6
			12)	_cí	0	0	0.0
				1)	_cír	7214	271	3.954853E-6
		6)	_p	0	0	0.0
			1)	_pa	0	0	0.0
				1)	_par	19	139402	0.0020343708
				2)	_paí	199	27579	4.0247565E-4
				3)	_pas	632	12428	1.813687E-4
				4)	_pal	1436	5852	8.540148E-5
				5)	_pap	1810	4482	6.540831E-5
				6)	_paz	2303	3265	4.7647954E-5
				7)	_pag	2454	3010	4.39266E-5
				8)	_pat	3149	1940	2.8311497E-5
				9)	_pac	3392	1694	2.4721481E-5
				10)	_paq	4256	1050	1.5323232E-5
				11)	_pad	4998	728	1.0624108E-5
				12)	_pan	5551	562	8.201578E-6
				13)	_pau	6903	307	4.4802214E-6
			2)	_pr	0	0	0.0
				1)	_pro	22	126352	0.0018439249
				2)	_pre	51	73484	0.0010723928
				3)	_pri	152	33912	4.948966E-4
				4)	_prá	1663	4954	7.229647E-5
				5)	_pró	1756	4671	6.81665E-5
				6)	_pru	2819	2395	3.4951565E-5
				7)	_pra	5020	719	1.0492766E-5
				8)	_pré	7221	270	3.94026E-6
			3)	_po	0	0	0.0
				1)	_por	24	124197	0.0018124757
				2)	_pol	163	31885	4.653155E-4
				3)	_pos	211	26007	3.7953458E-4
				4)	_pod	231	24478	3.5722103E-4
				5)	_pon	529	13908	2.0296716E-4
				6)	_pob	1266	6879	1.00389065E-4
				7)	_poc	1706	4827	7.0443086E-5
				8)	_pot	3354	1739	2.5378191E-5
				9)	_pop	6064	447	6.523319E-6
			4)	_pe	0	0	0.0
				1)	_per	60	64949	9.478368E-4
				2)	_pes	836	9983	1.4568746E-4
				3)	_pen	1044	8246	1.2033845E-4
				4)	_ped	2161	3602	5.2565985E-5
				5)	_peq	2183	3564	5.201143E-5
				6)	_pel	2247	3375	4.9253245E-5
				7)	_pet	2683	2616	3.817674E-5
				8)	_peo	4985	734	1.0711669E-5
				9)	_pec	5192	663	9.675527E-6
			5)	_pu	0	0	0.0
				1)	_pue	102	44013	6.423061E-4
				2)	_pun	676	11758	1.7159102E-4
				3)	_pub	3556	1554	2.2678383E-5
				4)	_pud	3561	1549	2.2605416E-5
				5)	_pur	6060	448	6.5379127E-6
				6)	_pus	6173	429	6.260635E-6
			6)	_pl	0	0	0.0
				1)	_pla	413	16663	2.431724E-4
				2)	_ple	1979	4052	5.9133083E-5
				3)	_plu	5078	697	1.0171708E-5
				4)	_plá	6968	298	4.3488794E-6
			7)	_pú	0	0	0.0
				1)	_púb	1100	7817	1.1407782E-4
			8)	_pi	0	0	0.0
				1)	_pie	1944	4126	6.0213006E-5
				2)	_pid	2470	2985	4.3561762E-5
				3)	_pil	4046	1167	1.7030678E-5
				4)	_pis	7186	273	3.9840406E-6
			9)	_pé	0	0	0.0
				1)	_pér	5169	672	9.806869E-6
			10)	_pá	0	0	0.0
				1)	_pár	5735	516	7.530274E-6
				2)	_pág	6498	371	5.4142088E-6
			11)	_pt	0	0	0.0
				1)	_pt_	7939	200	2.9187108E-6
		7)	_s	0	0	0.0
			1)	_se	0	0	0.0
				1)	_se_	21	126820	0.0018507546
				2)	_señ	112	40817	5.9566513E-4
				3)	_ser	120	39073	5.7021395E-4
				4)	_seg	182	29422	4.2937158E-4
				5)	_sen	702	11478	1.6750483E-4
				6)	_sea	733	10972	1.6012049E-4
				7)	_sec	936	9182	1.3399802E-4
				8)	_sem	1921	4210	6.143886E-5
				9)	_sep	2329	3218	4.6962057E-5
				10)	_ses	2688	2606	3.8030805E-5
				11)	_sex	3780	1351	1.9715892E-5
				12)	_sei	4257	1049	1.5308638E-5
				13)	_sel	5403	598	8.726945E-6
				14)	_sed	6018	456	6.654661E-6
				15)	_sev	7564	234	3.4148918E-6
			2)	_so	0	0	0.0
				1)	_sob	95	47786	6.973676E-4
				2)	_son	386	17527	2.5578123E-4
				3)	_sol	425	16242	2.3702852E-4
				4)	_soc	479	14799	2.1597001E-4
				5)	_som	2171	3581	5.225952E-5
				6)	_sos	2235	3420	4.990996E-5
				7)	_soy	3852	1302	1.9000809E-5
				8)	_sor	4086	1144	1.6695027E-5
				9)	_sop	5744	515	7.515681E-6
			3)	_su	0	0	0.0
				1)	_su_	111	41129	6.002183E-4
				2)	_sus	224	24837	3.6246012E-4
				3)	_sup	679	11733	1.7122617E-4
				4)	_sub	1283	6809	9.936751E-5
				5)	_suf	1638	5069	7.397473E-5
				6)	_sue	2453	3011	4.3941192E-5
				7)	_sum	2569	2801	4.0876548E-5
				8)	_suc	2881	2295	3.3492208E-5
				9)	_sur	3162	1923	2.8063405E-5
				10)	_sug	3807	1332	1.9438616E-5
				11)	_suy	5893	481	7.0194997E-6
				12)	_suj	6017	456	6.654661E-6
				13)	_sui	7651	223	3.2543626E-6
			4)	_si	0	0	0.0
				1)	_sin	159	32786	4.784643E-4
				2)	_si_	248	23319	3.403071E-4
				3)	_sig	613	12590	1.8373286E-4
				4)	_sit	688	11650	1.7001492E-4
				5)	_sid	857	9802	1.4304603E-4
				6)	_sis	972	8721	1.272704E-4
				7)	_sie	1002	8459	1.2344688E-4
				8)	_sim	1797	4526	6.605043E-5
				9)	_sir	4307	1022	1.4914613E-5
				10)	_siq	4534	912	1.3309322E-5
				11)	_sil	5253	643	9.383656E-6
			5)	_só	0	0	0.0
				1)	_sól	605	12656	1.8469602E-4
			6)	_sa	0	0	0.0
				1)	_sab	1017	8401	1.2260045E-4
				2)	_sal	1023	8334	1.2162269E-4
				3)	_sat	1951	4117	6.0081664E-5
				4)	_san	2104	3755	5.47988E-5
				5)	_sac	3442	1656	2.4166926E-5
			7)	_sí	0	0	0.0
				1)	_sí_	2106	3748	5.4696644E-5
				2)	_sín	7167	274	3.998634E-6
			8)	_sé	0	0	0.0
				1)	_sé_	3779	1351	1.9715892E-5
		8)	_n	0	0	0.0
			1)	_no	0	0	0.0
				1)	_no_	31	105880	0.0015451655
				2)	_nos	220	25175	3.6739273E-4
				3)	_nor	925	9258	1.3510713E-4
				4)	_nom	1350	6380	9.310688E-5
				5)	_not	2722	2544	3.7126003E-5
				6)	_noc	3774	1355	1.9774267E-5
				7)	_nov	4001	1197	1.7468485E-5
			2)	_nu	0	0	0.0
				1)	_nue	100	45661	6.663563E-4
				2)	_nun	3363	1734	2.5305224E-5
				3)	_num	3526	1575	2.2984848E-5
				4)	_nuc	3681	1425	2.0795815E-5
			3)	_ne	0	0	0.0
				1)	_nec	276	21810	3.1828543E-4
				2)	_neg	1048	8136	1.1873316E-4
				3)	_neu	5951	471	6.8735644E-6
				4)	_nee	7070	286	4.1737567E-6
			4)	_na	0	0	0.0
				1)	_nac	956	8898	1.2985345E-4
				2)	_nad	1670	4933	7.1990005E-5
				3)	_nat	1792	4536	6.6196364E-5
				4)	_nav	5222	654	9.544185E-6
			5)	_ni	0	0	0.0
				1)	_nin	1269	6870	1.0025772E-4
				2)	_ni_	1319	6600	9.631746E-5
				3)	_niv	1544	5406	7.889276E-5
				4)	_niñ	2954	2202	3.213501E-5
				5)	_nie	6090	441	6.4357578E-6
			6)	_nú	0	0	0.0
				1)	_núm	2323	3225	4.7064215E-5
				2)	_núc	7337	257	3.7505436E-6
		9)	_u	0	0	0.0
			1)	_un	0	0	0.0
				1)	_una	33	103591	0.0015117609
				2)	_un_	36	98065	0.001431117
				3)	_uno	978	8630	1.2594237E-4
				4)	_uni	1740	4726	6.896914E-5
				5)	_uná	5903	479	6.9903126E-6
			2)	_us	0	0	0.0
				1)	_ust	1012	8427	1.2297988E-4
				2)	_uso	2563	2808	4.0978703E-5
				3)	_usu	4953	747	1.0901385E-5
				4)	_usa	5523	571	8.33292E-6
			3)	_ut	0	0	0.0
				1)	_uti	1380	6199	9.0465444E-5
			4)	_ur	0	0	0.0
				1)	_urg	2762	2487	3.6294172E-5
				2)	_urb	6929	303	4.4218473E-6
			5)	_ul	0	0	0.0
				1)	_ult	5104	691	1.0084146E-5
			6)	_um	0	0	0.0
				1)	_umb	6357	395	5.7644543E-6
		10)	_r	0	0	0.0
			1)	_re	0	0	0.0
				1)	_res	63	62918	9.181973E-4
				2)	_rec	151	34281	5.0028163E-4
				3)	_ref	255	23041	3.362501E-4
				4)	_rea	305	20254	2.9557786E-4
				5)	_rel	317	19750	2.882227E-4
				6)	_reg	354	18468	2.6951378E-4
				7)	_rep	638	12327	1.7989475E-4
				8)	_red	903	9435	1.376902E-4
				9)	_ret	1513	5530	8.070236E-5
				10)	_rev	1901	4264	6.2226914E-5
				11)	_reu	1959	4096	5.97752E-5
				12)	_ren	2478	2972	4.3372045E-5
				13)	_req	2495	2933	4.2802894E-5
				14)	_rem	3350	1743	2.5436566E-5
				15)	_rei	3435	1662	2.4254488E-5
				16)	_ree	4274	1039	1.5162704E-5
				17)	_reb	5527	569	8.303733E-6
				18)	_reh	6850	314	4.5823763E-6
				19)	_reú	6861	313	4.5677825E-6
				20)	_reo	7544	235	3.4294853E-6
			2)	_ra	0	0	0.0
				1)	_raz	1219	7187	1.04883875E-4
				2)	_rad	3513	1587	2.3159972E-5
				3)	_rat	3672	1435	2.094175E-5
				4)	_rac	3760	1370	1.999317E-5
				5)	_rap	4913	759	1.1076508E-5
				6)	_raí	5086	695	1.014252E-5
				7)	_ras	6244	416	6.070919E-6
			3)	_ri	0	0	0.0
				1)	_rie	2110	3741	5.459449E-5
				2)	_rig	3988	1209	1.7643608E-5
				3)	_ric	5163	674	9.836056E-6
				4)	_rit	6025	455	6.6400676E-6
				5)	_riq	6306	404	5.895796E-6
				6)	_rid	7676	221	3.2251755E-6
			4)	_rá	0	0	0.0
				1)	_ráp	2612	2730	3.9840404E-5
			5)	_ré	0	0	0.0
				1)	_rég	3181	1910	2.787369E-5
			6)	_ru	0	0	0.0
				1)	_rur	4252	1052	1.535242E-5
				2)	_rui	4754	818	1.1937528E-5
				3)	_rue	4770	811	1.1835373E-5
				4)	_rus	5162	674	9.836056E-6
				5)	_rum	6212	422	6.15848E-6
				6)	_rut	7641	225	3.2835499E-6
			7)	_ro	0	0	0.0
				1)	_rom	6024	455	6.6400676E-6
				2)	_ron	6401	388	5.6622994E-6
				3)	_rot	6623	349	5.093151E-6
				4)	_rod	6820	319	4.655344E-6
				5)	_rog	7765	214	3.1230206E-6
			8)	_rú	0	0	0.0
				1)	_rúb	7148	276	4.027821E-6
			9)	_rí	0	0	0.0
				1)	_ríg	7785	212	3.0938336E-6
		11)	_a	0	0	0.0
			1)	_al	0	0	0.0
				1)	_al_	66	61455	8.968469E-4
				2)	_alg	282	21502	3.137906E-4
				3)	_alc	1526	5489	8.010402E-5
				4)	_ali	1656	4982	7.270509E-5
				5)	_alt	1700	4845	7.070577E-5
				6)	_ale	2227	3444	5.02602E-5
				7)	_all	2591	2767	4.0380364E-5
				8)	_ala	5045	710	1.0361424E-5
				9)	_alu	5809	500	7.2967773E-6
				10)	_alb	5956	470	6.8589707E-6
				11)	_alm	5959	469	6.8443774E-6
				12)	_alr	6355	396	5.7790476E-6
			2)	_ac	0	0	0.0
				1)	_act	290	21256	3.102006E-4
				2)	_acu	470	15135	2.2087345E-4
				3)	_ace	659	12078	1.7626095E-4
				4)	_acc	745	10897	1.5902596E-4
				5)	_aco	1296	6724	9.8127064E-5
				6)	_aca	1791	4538	6.622555E-5
				7)	_acl	3837	1311	1.913215E-5
				8)	_aci	7395	250	3.6483887E-6
				9)	_acr	7470	243	3.5462338E-6
			3)	_an	0	0	0.0
				1)	_ant	347	18737	2.7343942E-4
				2)	_ani	2101	3760	5.4871765E-5
				3)	_anu	2607	2737	3.994256E-5
				4)	_ana	3748	1381	2.0153699E-5
				5)	_aná	3812	1328	1.938024E-5
				6)	_ang	6499	371	5.4142088E-6
				7)	_ane	6589	356	5.1953057E-6
				8)	_and	6667	343	5.005589E-6
				9)	_anc	6907	306	4.4656276E-6
				10)	_ano	7412	248	3.6192016E-6
			4)	_añ	0	0	0.0
				1)	_año	390	17368	2.5346086E-4
				2)	_aña	2899	2267	3.308359E-5
			5)	_ap	0	0	0.0
				1)	_apo	512	14260	2.0810409E-4
				2)	_apr	515	14163	2.0668852E-4
				3)	_apl	585	12949	1.8897194E-4
				4)	_apa	1850	4383	6.396355E-5
				5)	_ape	3097	2008	2.9303857E-5
				6)	_apu	5117	686	1.0011178E-5
			6)	_ah	0	0	0.0
				1)	_aho	639	12327	1.7989475E-4
				2)	_ahí	3897	1271	1.8548408E-5
			7)	_ad	0	0	0.0
				1)	_ade	671	11846	1.7287525E-4
				2)	_ado	927	9250	1.3499038E-4
				3)	_adm	1922	4209	6.1424274E-5
				4)	_adh	2509	2917	4.2569398E-5
				5)	_adi	3342	1754	2.5597095E-5
				6)	_ada	3784	1349	1.9686706E-5
				7)	_adq	4020	1181	1.7234988E-5
				8)	_adv	4703	837	1.2214805E-5
				9)	_adu	5496	577	8.420481E-6
				10)	_adj	7253	267	3.896479E-6
			8)	_ag	0	0	0.0
				1)	_agr	707	11415	1.6658542E-4
				2)	_agu	2745	2515	3.670279E-5
				3)	_age	3051	2060	3.0062723E-5
				4)	_ago	5267	638	9.310688E-6
				5)	_agi	7444	244	3.5608273E-6
			9)	_as	0	0	0.0
				1)	_así	721	11172	1.6303919E-4
				2)	_asu	953	8969	1.3088959E-4
				3)	_asi	1003	8458	1.2343228E-4
				4)	_asp	1409	6036	8.8086694E-5
				5)	_ase	1862	4357	6.358412E-5
				6)	_aso	2691	2595	3.7870275E-5
				7)	_asc	6236	417	6.0855123E-6
				8)	_asa	6245	416	6.070919E-6
			10)	_am	0	0	0.0
				1)	_amp	777	10519	1.5350961E-4
				2)	_amb	1237	7057	1.0298671E-4
				3)	_ame	2701	2585	3.7724338E-5
				4)	_ami	3905	1266	1.847544E-5
				5)	_ama	5944	472	6.8881577E-6
				6)	_amo	7299	261	3.8089179E-6
			11)	_ay	0	0	0.0
				1)	_ayu	787	10394	1.5168541E-4
				2)	_aye	3751	1378	2.010992E-5
			12)	_aq	0	0	0.0
				1)	_aqu	807	10246	1.4952556E-4
			13)	_au	0	0	0.0
				1)	_aut	861	9767	1.4253525E-4
				2)	_aun	1422	5958	8.69484E-5
				3)	_aum	1776	4608	6.72471E-5
				4)	_aus	3704	1408	2.0547724E-5
				5)	_aud	4664	856	1.24920825E-5
			14)	_at	0	0	0.0
				1)	_ate	1452	5787	8.44529E-5
				2)	_atr	2784	2443	3.5652054E-5
				3)	_ata	3423	1672	2.4400424E-5
				4)	_atm	7724	218	3.181395E-6
			15)	_ar	0	0	0.0
				1)	_art	1532	5450	7.9534875E-5
				2)	_arm	1873	4321	6.305875E-5
				3)	_arr	3121	1976	2.8836865E-5
				4)	_arg	3783	1349	1.9686706E-5
				5)	_ara	5746	515	7.515681E-6
				6)	_arb	6868	312	4.5531892E-6
			16)	_aú	0	0	0.0
				1)	_aún	1714	4800	7.0049064E-5
			17)	_av	0	0	0.0
				1)	_ava	1752	4683	6.8341615E-5
				2)	_avi	4150	1118	1.6315595E-5
				3)	_ave	5320	622	9.077191E-6
			18)	_ab	0	0	0.0
				1)	_abs	1912	4239	6.1862076E-5
				2)	_abo	2084	3793	5.5353354E-5
				3)	_abr	2810	2405	3.50975E-5
				4)	_abi	2962	2190	3.1959884E-5
				5)	_aba	3084	2019	2.9464387E-5
				6)	_abu	4140	1121	1.6359374E-5
			19)	_af	0	0	0.0
				1)	_afe	1935	4172	6.088431E-5
				2)	_afi	2629	2707	3.9504754E-5
				3)	_afr	3788	1346	1.9642925E-5
				4)	_aft	5491	578	8.435075E-6
				5)	_afo	6465	376	5.4871766E-6
				6)	_afg	6466	376	5.4871766E-6
			20)	_aé	0	0	0.0
				1)	_aér	3299	1797	2.6224618E-5
