Spanish	3	159236	267
			3)	_ta	148	316	9.1863936E-4
			4)	_te	177	284	8.256126E-4
	2)	d	0	0	0.0
		1)	de	0	0	0.0
			1)	de_	2	4024	0.011698117
			2)	del	59	735	0.0021367087
			3)	des	77	566	0.001645411
			4)	deb	159	304	8.8375434E-4
			5)	der	168	295	8.575905E-4
			6)	den	256	207	6.017669E-4
		2)	do	0	0	0.0
			1)	do_	25	1363	0.003962359
			2)	dos	110	411	0.0011948126
		3)	da	0	0	0.0
			1)	dad	63	670	0.001947748
			2)	da_	97	472	0.0013721449
			3)	das	118	385	0.0011192283
		4)	di	0	0	0.0
			1)	dic	176	284	8.256126E-4
	3)	o	0	0	0.0
		1)	os	0	0	0.0
			1)	os_	4	3498	0.010168989
		2)	or	0	0	0.0
			1)	or_	38	1012	0.0029419716
			2)	orm	87	508	0.0014768
			3)	ort	184	278	8.0817007E-4
			4)	ora	189	270	7.8491337E-4
		3)	on	0	0	0.0
			1)	one	60	704	0.002046589
			2)	on_	91	493	0.0014331937
			3)	ona	126	357	0.0010378299
			4)	ons	150	315	9.157323E-4
			5)	ont	165	296	8.6049765E-4
		4)	om	0	0	0.0
			1)	omp	127	356	0.0010349228
			2)	omo	204	247	7.180504E-4
		5)	ob	0	0	0.0
			1)	obr	167	295	8.575905E-4
		6)	od	0	0	0.0
			1)	odo	201	249	7.238646E-4
	4)	a	0	0	0.0
		1)	as	0	0	0.0
			1)	as_	5	2820	0.008197985
		2)	ac	0	0	0.0
			1)	aci	31	1141	0.003316986
		3)	ar	0	0	0.0
			1)	ar_	40	967	0.0028111527
			2)	ara	73	582	0.0016919244
			3)	ari	147	321	9.331748E-4
			4)	art	195	259	7.529354E-4
		4)	al	0	0	0.0
			1)	al_	43	870	0.0025291652
			2)	ale	105	433	0.0012587685
			3)	ali	247	215	6.250236E-4
		5)	ad	0	0	0.0
			1)	ado	44	852	0.0024768377
			2)	ad_	95	474	0.001377959
			3)	ada	129	353	0.0010262015
			4)	ade	219	240	6.977008E-4
		6)	an	0	0	0.0
			1)	ant	82	539	0.0015669197
			2)	an_	90	497	0.0014448221
		7)	am	0	0	0.0
			1)	ame	113	405	0.0011773701
			2)	amb	206	246	7.151433E-4
			3)	amo	229	234	6.8025826E-4
		8)	at	0	0	0.0
			1)	ati	259	203	5.901386E-4
	5)	l	0	0	0.0
		1)	la	0	0	0.0
			1)	la_	6	2723	0.007915997
			2)	las	36	1025	0.0029797638
			3)	lar	222	238	6.918866E-4
		2)	lo	0	0	0.0
			1)	los	34	1104	0.0032094235
			2)	lo_	72	582	0.0016919244
		3)	le	0	0	0.0
			1)	les	85	535	0.0015552914
			2)	le_	232	225	6.540945E-4
		4)	li	0	0	0.0
			1)	lic	210	242	7.0351496E-4
	6)	e	0	0	0.0
		1)	es	0	0	0.0
			1)	es_	7	2497	0.0072589954
			2)	est	17	1603	0.0046600597
			3)	esa	102	450	0.001308189
			4)	esp	146	322	9.3608187E-4
			5)	ese	173	288	8.3724095E-4
		2)	el	0	0	0.0
			1)	el_	9	2181	0.006340356
		3)	en	0	0	0.0
			1)	en_	11	2062	0.0059944126
			2)	ent	16	1790	0.005203685
			3)	enc	68	617	0.0017936724
			4)	end	175	285	8.285197E-4
			5)	ene	205	247	7.180504E-4
		4)	er	0	0	0.0
			1)	er_	100	454	0.0013198173
			2)	era	101	452	0.0013140031
			3)	ero	128	356	0.0010349228
			4)	ere	197	258	7.5002835E-4
			5)	eri	199	255	7.413071E-4
		5)	ec	0	0	0.0
			1)	ect	116	398	0.0011570205
			2)	ece	163	299	8.692189E-4
			3)	eci	166	296	8.6049765E-4
			4)	eco	248	214	6.2211655E-4
		6)	em	0	0	0.0
			1)	emp	133	346	0.001005852
			2)	emo	200	251	7.296787E-4
			3)	emb	267	200	5.8141735E-4
		7)	et	0	0	0.0
			1)	ete	155	310	9.0119685E-4
		8)	eg	0	0	0.0
			1)	egu	193	261	7.587496E-4
			2)	egi	209	243	7.06422E-4
		9)	ed	0	0	0.0
			1)	edi	212	242	7.0351496E-4
		10)	eñ	0	0	0.0
			1)	eño	243	219	6.36652E-4
		11)	eo	0	0	0.0
			1)	eo_	263	201	5.843244E-4
	7)	q	0	0	0.0
		1)	qu	0	0	0.0
			1)	que	10	2077	0.006038019
			2)	qui	228	234	6.8025826E-4
	8)	u	0	0	0.0
		1)	ue	0	0	0.0
			1)	ue_	13	1974	0.005738589
			2)	ues	103	436	0.0012674897
		2)	un	0	0	0.0
			1)	una	80	549	0.0015959905
			2)	un_	86	520	0.0015116851
		3)	ud	0	0	0.0
			1)	uda	179	280	8.1398425E-4
		4)	ur	0	0	0.0
			1)	ura	230	227	6.5990863E-4
			2)	uro	233	224	6.511874E-4
	9)	n	0	0	0.0
		1)	nt	0	0	0.0
			1)	nte	19	1501	0.004363537
			2)	nto	76	568	0.0016512251
			3)	nta	111	409	0.0011889985
			4)	ntr	114	403	0.001171556
		2)	nc	0	0	0.0
			1)	nci	52	808	0.002348926
		3)	no	0	0	0.0
			1)	no_	65	632	0.0018372787
			2)	nos	158	304	8.8375434E-4
		4)	ne	0	0	0.0
			1)	nes	69	599	0.0017413449
		5)	na	0	0	0.0
			1)	na_	70	590	0.001715181
			2)	nal	185	277	8.05263E-4
		6)	nd	0	0	0.0
			1)	ndo	151	315	9.157323E-4
		7)	nf	0	0	0.0
			1)	nfo	170	292	8.4886927E-4
	10)	t	0	0	0.0
		1)	te	0	0	0.0
			1)	te_	20	1482	0.0043083024
			2)	ten	71	588	0.0017093669
			3)	ter	107	420	0.0012209764
			4)	tes	223	237	6.889795E-4
		2)	to	0	0	0.0
			1)	to_	39	997	0.0028983653
			2)	tos	136	338	9.825953E-4
			3)	tod	190	265	7.703779E-4
			4)	tor	202	248	7.2095747E-4
		3)	tr	0	0	0.0
			1)	tra	58	745	0.0021657795
			2)	tro	171	288	8.3724095E-4
		4)	ta	0	0	0.0
			1)	ta_	74	581	0.0016890173
			2)	tan	122	365	0.0010610867
			3)	tar	135	339	9.855024E-4
			4)	tam	140	329	9.564315E-4
			5)	tad	218	240	6.977008E-4
			6)	tal	251	211	6.133953E-4
		5)	ti	0	0	0.0
			1)	tiv	109	411	0.0011948126
			2)	tic	117	386	0.0011221354
	11)	ó	0	0	0.0
		1)	ón	0	0	0.0
			1)	ón_	22	1427	0.0041484125
	12)	i	0	0	0.0
		1)	ió	0	0	0.0
			1)	ión	23	1406	0.004087364
		2)	io	0	0	0.0
			1)	ion	49	823	0.0023925323
			2)	io_	142	327	9.506173E-4
		3)	ic	0	0	0.0
			1)	ica	50	823	0.0023925323
			2)	ici	106	423	0.0012296976
			3)	ico	266	200	5.8141735E-4
		4)	id	0	0	0.0
			1)	ida	61	694	0.002017518
			2)	ido	132	346	0.001005852
			3)	ide	246	216	6.279307E-4
		5)	ie	0	0	0.0
			1)	ien	64	652	0.0018954205
			2)	ier	141	328	9.5352443E-4
		6)	ia	0	0	0.0
			1)	ia_	66	627	0.0018227433
			2)	ial	216	241	7.006079E-4
		7)	is	0	0	0.0
			1)	ist	131	349	0.0010145733
			2)	isi	242	219	6.36652E-4
		8)	in	0	0	0.0
			1)	inf	172	288	8.3724095E-4
			2)	ina	191	262	7.616567E-4
			3)	int	203	248	7.2095747E-4
		9)	ir	0	0	0.0
			1)	ir_	192	261	7.587496E-4
		10)	it	0	0	0.0
			1)	ita	207	245	7.122362E-4
		11)	iv	0	0	0.0
			1)	iva	211	242	7.0351496E-4
			2)	ivo	260	202	5.872315E-4
		12)	iz	0	0	0.0
			1)	iza	215	241	7.006079E-4
		13)	im	0	0	0.0
			1)	imp	234	223	6.482803E-4
	13)	c	0	0	0.0
		1)	co	0	0	0.0
			1)	con	24	1399	0.004067014
			2)	com	55	769	0.0022355495
			3)	co_	245	217	6.308378E-4
		2)	ci	0	0	0.0
			1)	ció	33	1116	0.0032443088
			2)	cia	47	836	0.0024303244
			3)	cio	67	623	0.001811115
			4)	cie	254	208	6.04674E-4
		3)	ca	0	0	0.0
			1)	ca_	119	373	0.0010843433
			2)	cas	213	242	7.0351496E-4
			3)	cad	258	204	5.9304567E-4
		4)	ce	0	0	0.0
			1)	ces	180	280	8.1398425E-4
		5)	ct	0	0	0.0
			1)	cto	182	279	8.110772E-4
		6)	cu	0	0	0.0
			1)	cue	217	241	7.006079E-4
	14)	r	0	0	0.0
		1)	ra	0	0	0.0
			1)	ra_	37	1014	0.002947786
			2)	ran	139	333	9.680598E-4
			3)	ral	253	208	6.04674E-4
		2)	re	0	0	0.0
			1)	res	48	829	0.0024099748
			2)	re_	88	506	0.0014709858
			3)	rec	89	498	0.0014477292
			4)	reg	164	296	8.6049765E-4
			5)	ren	244	218	6.337449E-4
		3)	ro	0	0	0.0
			1)	ro_	93	480	0.0013954015
			2)	rop	134	340	9.884094E-4
			3)	ros	137	336	9.767811E-4
		4)	ri	0	0	0.0
			1)	rio	156	307	8.924756E-4
			2)	ria	239	219	6.36652E-4
			3)	rid	265	200	5.8141735E-4
		5)	rm	0	0	0.0
			1)	rme	161	303	8.808472E-4
			2)	rma	227	234	6.8025826E-4
		6)	rí	0	0	0.0
			1)	ría	236	222	6.4537325E-4
		7)	rt	0	0	0.0
			1)	rta	237	222	6.4537325E-4
	15)	p	0	0	0.0
		1)	po	0	0	0.0
			1)	por	41	943	0.0027413827
			2)	pon	240	219	6.36652E-4
			3)	pol	249	213	6.1920943E-4
		2)	pa	0	0	0.0
			1)	par	54	777	0.0022588063
		3)	pr	0	0	0.0
			1)	pro	62	680	0.0019768188
			2)	pre	78	560	0.0016279685
		4)	pe	0	0	0.0
			1)	per	92	487	0.0014157512
			2)	pet	152	313	9.099181E-4
		5)	pu	0	0	0.0
			1)	pue	138	334	9.7096694E-4
		6)	pl	0	0	0.0
			1)	pli	255	207	6.017669E-4
	16)	m	0	0	0.0
		1)	me	0	0	0.0
			1)	men	45	847	0.0024623023
			2)	me_	121	371	0.0010785292
			3)	mer	198	255	7.413071E-4
		2)	mo	0	0	0.0
			1)	mos	81	540	0.0015698267
			2)	mo_	112	409	0.0011889985
		3)	mi	0	0	0.0
			1)	mie	130	352	0.0010232945
		4)	mp	0	0	0.0
			1)	mpe	162	299	8.692189E-4
			2)	mpl	226	235	6.8316533E-4
			3)	mpr	241	219	6.36652E-4
			4)	mpo	262	201	5.843244E-4
		5)	mb	0	0	0.0
			1)	mbi	174	286	8.3142676E-4
		6)	ma	0	0	0.0
			1)	ma_	196	258	7.5002835E-4
		7)	má	0	0	0.0
			1)	más	221	239	6.947937E-4
	17)	s	0	0	0.0
		1)	se	0	0	0.0
			1)	se_	51	821	0.002386718
			2)	señ	220	239	6.947937E-4
			3)	seg	257	205	5.9595273E-4
			4)	ser	261	201	5.843244E-4
		2)	st	0	0	0.0
			1)	sta	53	805	0.0023402048
			2)	ste	96	472	0.0013721449
			3)	str	108	420	0.0012209764
			4)	sti	154	311	9.041039E-4
			5)	sto	160	303	8.808472E-4
		3)	so	0	0	0.0
			1)	sob	187	272	7.9072756E-4
			2)	so_	225	235	6.8316533E-4
		4)	sp	0	0	0.0
			1)	spe	188	271	7.878205E-4
		5)	si	0	0	0.0
			1)	sid	208	244	7.0932915E-4
		6)	sa	0	0	0.0
			1)	sar	224	236	6.8607245E-4
			2)	sas	264	200	5.8141735E-4
	18)	f	0	0	0.0
		1)	fo	0	0	0.0
			1)	for	104	434	0.0012616756
		2)	fi	0	0	0.0
			1)	fic	186	277	8.05263E-4
	19)	b	0	0	0.0
		1)	br	0	0	0.0
			1)	bre	123	363	0.0010552724
		2)	bl	0	0	0.0
			1)	ble	153	313	9.099181E-4
	20)	í	0	0	0.0
		1)	ía	0	0	0.0
			1)	ía_	149	315	9.157323E-4
		2)	ít	0	0	0.0
			1)	íti	238	219	6.36652E-4
	21)	h	0	0	0.0
		1)	ha	0	0	0.0
			1)	ha_	157	305	8.866614E-4
	22)	g	0	0	0.0
		1)	gr	0	0	0.0
			1)	gra	194	260	7.5584254E-4
	23)	á	0	0	0.0
		1)	ás	0	0	0.0
			1)	ás_	214	241	7.006079E-4
	24)	ñ	0	0	0.0
		1)	ño	0	0	0.0
			1)	ñor	252	208	6.04674E-4
